"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(8800 (0,1) Waveform)","Total Cycle Count(8800 (0,3) Waveform)","Position(8800 (0,1):Position) (mm)","Load(8800 (0,1):Load) (N)","Rotation(8800 (0,3):Rotary Position Encoder) (deg)","Torque(8800 (0,3):Torque) (N·m)",
0,0,1,1,1,0,0,-3.69992410356056,-60.2708198130131,0,0.714221503585577,
0.1,0.1,1,1,1,0,0,-3.70001462811608,-60.5694251134992,0,0.714974477887154,
0.2,0.2,1,1,1,0,0,-3.70002394134196,-60.9668670222163,0.0255314027890563,0.734108034521341,
0.3,0.3,1,1,1,0,0,-3.70017109031081,-61.2714327871799,0.025706123560667,0.745689030736685,
0.4,0.4,1,1,1,0,0,-3.7003908824415,-59.3691598623991,0.0257062492892146,0.745642464607954,
0.5,0.5,1,1,1,0,0,-3.70030259306019,-61.4756718277931,0.0257062492892146,0.802198424935341,
0.6,0.6,1,1,1,0,0,-3.70091279561962,-61.7663143202662,0.0516976928338408,0.90146204456687,
0.7,0.7,1,1,1,0,0,-3.70109906013715,-61.7879675701261,0.0514119537547231,0.919823534786701,
0.8,0.8,1,1,1,0,0,-3.70128495212564,-62.088924460113,0.0514174019917846,0.91992411762476,
0.9,0.9,1,1,1,0,0,-3.71104186008294,-65.2160029858351,0.0514174019917846,0.961798708885908,
1,1,1,1,1,0,0,-3.71167031656509,-65.905274823308,0.0514174019917846,0.959426164627075,
1.1,1.1,1,1,1,0,0,-3.71269439888248,-66.2081409245729,0.0514174019917846,0.956401228904724,
1.2,1.2,1,1,1,0,0,-3.71332620812594,-66.6707986965775,0.0514174019917846,0.957139767706394,
1.3,1.3,1,1,1,0,0,-3.71393268539502,-66.9297762215137,0.0514174019917846,0.957687385380268,
1.4,1.4,1,1,1,0,0,-3.71574392156349,-67.767477594316,0.0514174019917846,0.96099590882659,
1.5,1.5,1,1,1,0,0,-3.71624311047047,-67.7955569699407,0.0514174019917846,0.961469020694494,
