"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(8800 (0,1) Waveform)","Total Cycle Count(8800 (0,3) Waveform)","Position(8800 (0,1):Position) (mm)","Load(8800 (0,1):Load) (N)","Rotation(8800 (0,3):Rotary Position Encoder) (deg)","Torque(8800 (0,3):Torque) (N·m)",
0,0,1,1,1,0,0,-3.75004006211837,-0.254507176578045,0.0257062492892146,1.11570302397013,
0.1,0.1,1,1,1,0,0,-3.74987801198811,-0.239862129092216,0.0257062492892146,1.1116829700768,
0.2,0.2,1,1,1,0,0,-3.75014809553853,-3.23683489114046,0.0257062492892146,1.11559499055147,
0.3,0.3,1,1,1,0,0,-3.75043978577299,-4.33572567999363,0.0257062492892146,1.11340451985598,
0.4,0.4,1,1,1,0,0,-3.7515566278201,-4.60753217339516,0.0257062492892146,1.12139014527202,
0.5,0.5,1,1,1,0,0,-3.75218210406997,-2.81713437289,0.0257062492892146,1.11531326547265,
0.6,0.6,1,1,1,0,0,-3.75242052265241,-3.32051422446966,0.0257062492892146,1.11700920388103,
0.7,0.7,1,1,1,0,0,-3.7524544227946,-3.08603048324585,0.0257062492892146,1.11766997724772,
0.8,0.8,1,1,1,0,0,-3.75246112831723,-4.01297584176064,0.0257062492892146,1.1206935159862,
0.9,0.9,1,1,1,0,0,-3.75257623978907,-4.65388875454664,0.0257062492892146,1.11759407445788,
1,1,1,1,1,0,0,-3.76329091989551,-5.59857580810785,0.0257062492892146,1.1321846395731,
1.1,1.1,1,1,1,0,0,-3.76348575258084,-5.41582703590393,0.0257062492892146,1.13090965896845,
1.2,1.2,1,1,1,0,0,-3.76365786099504,-5.41580375283957,0.0257062492892146,1.12297479063272,
1.3,1.3,1,1,1,0,0,-3.76417344117957,-5.14870043843985,0.0257062492892146,1.12916482612491,
1.4,1.4,1,1,1,0,0,-3.76483281757163,-5.35708386451006,0.0257062492892146,1.12253660336137,
1.5,1.5,1,1,1,0,0,-3.76554248538342,-5.36220613867044,0.0257062492892146,1.11816683784127,
1.6,1.6,1,1,1,0,0,-3.76664628891431,-5.44267240911722,0.0257062492892146,1.11612863838673,
1.7,1.7,1,1,1,0,0,-3.76766739099941,-5.4229749366641,-0.000194460153579712,1.103307120502,
1.8,1.8,1,1,1,0,0,-3.77048631820772,-5.60090411454439,-2.13738530874252E-06,1.03591289371252,
1.9,1.9,1,1,1,0,0,-3.77117959474197,-4.10841312259436,-0.0256588915362954,1.01070292294025,
2,2,1,1,1,0,0,-3.77118220244522,-4.74366825073957,-0.02571702003479,1.01129291579127,
2.1,2.1,1,1,1,0,0,-3.77155398642221,-4.78450674563646,-0.02571702003479,1.01369200274348,
2.2,2.2,1,1,1,0,0,-3.7713233909495,-4.87565994262695,-0.02571702003479,1.01428665220737,
2.3,2.3,1,1,1,0,0,-3.7718184820371,-5.30567485839128,-0.02571702003479,1.01609760895371,
2.4,2.4,1,1,1,0,0,-3.77375079014197,-5.67962415516377,-0.02571702003479,1.0219644755125,
2.5,2.5,1,1,1,0,0,-3.77507848362293,-5.71655109524727,-0.02571702003479,1.01113133132458,
