"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(8800 (0,1) Waveform)","Total Cycle Count(8800 (0,3) Waveform)","Position(8800 (0,1):Position) (mm)","Load(8800 (0,1):Load) (N)","Rotation(8800 (0,3):Rotary Position Encoder) (deg)","Torque(8800 (0,3):Torque) (N·m)",
0,0,1,1,1,0,0,-3.75013244931906,-40.4703663662076,0,0.924321822822094,
0.1,0.1,1,1,1,0,0,-3.75014511530625,-41.7338451370597,0.02822978887707,0.940093770623207,
0.2,0.2,1,1,1,0,0,-3.74999535863416,-42.1552220359445,0.0257077999413013,0.957124400883913,
0.3,0.3,1,1,1,0,0,-3.75032206659791,-43.2275701314211,0.0257062492892146,1.04989251121879,
0.4,0.4,1,1,1,0,0,-3.75156631357501,-44.6832738816738,0.0514005543664098,1.11856684088707,
0.5,0.5,1,1,1,0,0,-3.75194927342306,-43.9957249909639,0.0514124985784292,1.11619243398309,
0.6,0.6,1,1,1,0,0,-3.7519094128163,-43.7638023868203,0.0514124985784292,1.11507205292583,
0.7,0.7,1,1,1,0,0,-3.75190755017113,-43.948320671916,0.0514124985784292,1.11540639773011,
0.8,0.8,1,1,1,0,0,-3.75209232457252,-43.6856178566813,0.0514124985784292,1.11596658825874,
0.9,0.9,1,1,1,0,0,-3.75215751715366,-44.5308862254024,0.0514124985784292,1.11438008025289,
1,1,1,1,1,0,0,-3.761543013663,-48.7993704155087,0.0514124985784292,1.13598629832268,
1.1,1.1,1,1,1,0,0,-3.76240318320495,-48.7129669636488,0.0514124985784292,1.13820238038898,
1.2,1.2,1,1,1,0,0,-3.76309124433271,-49.1191865876317,0.0514124985784292,1.13554345443845,
1.3,1.3,1,1,1,0,0,-3.76363141143355,-49.1949263960123,0.0514124985784292,1.13810505717993,
1.4,1.4,1,1,1,0,0,-3.76489875521083,-49.8388428241014,0.0514124985784292,1.14097585901618,
1.5,1.5,1,1,1,0,0,-3.76620484200776,-49.8534878715873,0.0514124985784292,1.13919610157609,
1.6,1.6,1,1,1,0,0,-3.76619068590443,-49.6973982080817,0.0514124985784292,1.13781774416566,
1.7,1.7,1,1,1,0,0,-3.76766180306388,-50.0628026202321,0.0514124985784292,1.13460933789611,
1.8,1.8,1,1,1,0,0,-3.76857263655461,-49.734371714294,0.0514124985784292,1.13744521513581,
1.9,1.9,1,1,1,0,0,-3.76902041645475,-49.6333464980125,0.0514124985784292,1.13833090290427,
2,2,1,1,1,0,0,-3.7701152792888,-49.6762804687023,0.0514124985784292,1.13255018368363,
2.1,2.1,1,1,1,0,0,-3.77119486843241,-49.6894586831331,0.0514124985784292,1.13385077565908,
2.2,2.2,1,1,1,0,0,-3.77203641152261,-49.1124344989657,0.0514124985784292,1.12631963565946,
2.3,2.3,1,1,1,0,0,-3.77290514923238,-49.0716658532619,0.0514124985784292,1.1254083365202,
2.4,2.4,1,1,1,0,0,-3.77376010336784,-49.0337843075395,0.0514124985784292,1.12553080543876,
2.5,2.5,1,1,1,0,0,-3.77521333913362,-49.3427738547325,0.0514124985784292,1.12059572711587,
2.6,2.6,1,1,1,0,0,-3.77662187141519,-48.9428406581283,0.0257638748735189,1.04061979800463,
2.7,2.7,1,1,1,0,0,-3.77891665027117,-47.5090928375721,-7.80774280428886E-05,0.936408061534166,
