"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(8800 (0,1) Waveform)","Total Cycle Count(8800 (0,3) Waveform)","Position(8800 (0,1):Position) (mm)","Load(8800 (0,1):Load) (N)","Rotation(8800 (0,3):Rotary Position Encoder) (deg)","Torque(8800 (0,3):Torque) (N·m)",
0,0,1,1,1,0,0,-3.7204530610957,-26.3039255514741,0.0771267944946885,1.40214804559946,
0.1,0.1,1,1,1,0,0,-3.72063373767771,-25.9690685197711,0.0771267944946885,1.40497693791986,
0.2,0.2,1,1,1,0,0,-3.72056109451587,-26.482786051929,0.0771267944946885,1.40827894210815,
0.3,0.3,1,1,1,0,0,-3.72065050148429,-27.1830707788467,0.0771267944946885,1.40881026163697,
0.4,0.4,1,1,1,0,0,-3.72039345645009,-27.1620927378535,0.0771267944946885,1.40728894621134,
0.5,0.5,1,1,1,0,0,-3.72051713608973,-27.0513817667961,0.0771267944946885,1.4100344851613,
0.6,0.6,1,1,1,0,0,-3.7205018623993,-27.3036072030663,0.0771267944946885,1.4086882583797,
0.7,0.7,1,1,1,0,0,-3.72068775438779,-27.87911798805,0.0771267944946885,1.41068268567324,
0.8,0.8,1,1,1,0,0,-3.72873326395802,-33.2967611029744,0.0771267944946885,1.41527922824025,
0.9,0.9,1,1,1,0,0,-3.73089728512269,-33.17566588521,0.0771267944946885,1.41180260106921,
1,1,1,1,1,0,0,-3.73105486490452,-32.8849535435438,0.0771267944946885,1.41781382262707,
1.1,1.1,1,1,1,0,0,-3.73116774120214,-33.7968580424786,0.0771267944946885,1.41824083402753,
1.2,1.2,1,1,1,0,0,-3.73332244914094,-34.4326253980398,0.0771267944946885,1.41736259683967,
1.3,1.3,1,1,1,0,0,-3.73371211451162,-34.5862936228514,0.0771267944946885,1.41503242775798,
1.4,1.4,1,1,1,0,0,-3.73464194698313,-35.013584420085,0.0771267944946885,1.42104923725128,
1.5,1.5,1,1,1,0,0,-3.73592121168953,-35.0799411535263,0.0771267944946885,1.42295518890023,
1.6,1.6,1,1,1,0,0,-3.73614286646539,-35.7244163751602,0.0771267944946885,1.41976028680801,
1.7,1.7,1,1,1,0,0,-3.73783712851685,-36.0617646947503,0.0771267944946885,1.42578640952706,
1.8,1.8,1,1,1,0,0,-3.7389044242023,-36.5321058779955,0.0771267944946885,1.42405228689313,
1.9,1.9,1,1,1,0,0,-3.7396014260269,-36.8610955774784,0.0771267944946885,1.42452958971262,
2,2,1,1,1,0,0,-3.74045265487202,-36.8806533515453,0.0771267944946885,1.42569560557604,
2.1,2.1,1,1,1,0,0,-3.74156837933203,-37.3201910406351,0.0771267944946885,1.42359547317028,
2.2,2.2,1,1,1,0,0,-3.74266994768871,-37.8394266590476,0.0771267944946885,1.42846256494522,
2.3,2.3,1,1,1,0,0,-3.74371340151591,-38.1566118448973,0.0771267944946885,1.42660038545728,
2.4,2.4,1,1,1,0,0,-3.74477212903356,-38.6113533750176,0.0771267944946885,1.42724672332406,
2.5,2.5,1,1,1,0,0,-3.74564086674332,-38.7220876291394,0.0771267944946885,1.43141020089388,
