"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(8800 (0,1) Waveform)","Total Cycle Count(8800 (0,3) Waveform)","Position(8800 (0,1):Position) (mm)","Load(8800 (0,1):Load) (N)","Rotation(8800 (0,3):Rotary Position Encoder) (deg)","Torque(8800 (0,3):Torque) (N·m)",
0,0,1,1,1,0,0,-3.74912848356957,-30.6094763800502,0.0514719681814313,1.14836683496833,
0.1,0.1,1,1,1,0,0,-3.74913556162124,-32.6805282384157,0.0514124147593975,1.15537410601974,
0.2,0.2,1,1,1,0,0,-3.7496015954441,-34.3680148944259,0.0514124147593975,1.16372620686889,
0.3,0.3,1,1,1,0,0,-3.74988061969136,-35.1458555087447,0.0514124147593975,1.18027534335852,
0.4,0.4,1,1,1,0,0,-3.75142549759976,-35.569304600358,0.0514124147593975,1.18471961468458,
0.5,0.5,1,1,1,0,0,-3.75135210937985,-35.4748452082276,0.0514124147593975,1.19018321856856,
0.6,0.6,1,1,1,0,0,-3.75135210937985,-35.8250457793474,0.0514124147593975,1.18358014151454,
0.7,0.7,1,1,1,0,0,-3.75135210937985,-35.8161516487598,0.0514124147593975,1.18519179522991,
0.8,0.8,1,1,1,0,0,-3.75156482345887,-36.1045356839895,0.0514124147593975,1.18323275819421,
0.9,0.9,1,1,1,0,0,-3.7604719926872,-39.3393915146589,0.0514124147593975,1.19628524407744,
1,1,1,1,1,0,0,-3.76132582923556,-39.0775967389345,0.0514124147593975,1.19563192129135,
1.1,1.1,1,1,1,0,0,-3.76200643978261,-39.4101021811366,0.0514124147593975,1.2003923766315,
1.2,1.2,1,1,1,0,0,-3.76338367962524,-39.5988579839468,0.0514124147593975,1.20060471817851,
1.3,1.3,1,1,1,0,0,-3.76405460441738,-39.4568080082536,0.0514124147593975,1.19869410991669,
1.4,1.4,1,1,1,0,0,-3.7646625718026,-39.8862175643444,0.0514124147593975,1.20370043441653,
1.5,1.5,1,1,1,0,0,-3.76682659296728,-40.1717144995928,0.0514124147593975,1.20141310617328,
1.6,1.6,1,1,1,0,0,-3.7668247303221,-40.0980468839407,0.0514124147593975,1.20092323049903,
1.7,1.7,1,1,1,0,0,-3.76804103762158,-40.6387727707624,0.0514124147593975,1.20376236736774,
1.8,1.8,1,1,1,0,0,-3.76880136938214,-40.6284118071198,0.0514124147593975,1.20845530182123,
1.9,1.9,1,1,1,0,0,-3.76984556826742,-40.5671540647745,0.0514124147593975,1.2081959284842,
2,2,1,1,1,0,0,-3.77095048938541,-40.8444553613663,0.0514124147593975,1.21279852464795,
2.1,2.1,1,1,1,0,0,-3.77127533470398,-40.9403583034873,0.0514124147593975,1.2155338190496,
2.2,2.2,1,1,1,0,0,-3.77281201697361,-41.6287453845143,0.077338395640254,1.23063754290342,
2.3,2.3,1,1,1,0,0,-3.77591630142278,-41.9096555560827,0.105026797391474,1.2886943295598,
2.4,2.4,1,1,1,0,0,-3.77591630142278,-41.7556148022413,0.102822105400264,1.28078740090132,
2.5,2.5,1,1,1,0,0,-3.77591630142278,-41.6210386902094,0.102820261381567,1.28005817532539,
