"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(8800 (0,1) Waveform)","Total Cycle Count(8800 (0,3) Waveform)","Position(8800 (0,1):Position) (mm)","Load(8800 (0,1):Load) (N)","Rotation(8800 (0,3):Rotary Position Encoder) (deg)","Torque(8800 (0,3):Torque) (N·m)",
0,0,1,1,1,0,0,-3.74994618480153,-26.9075157120824,0.0514121633023024,0.762270763516426,
0.1,0.1,1,1,1,0,0,-3.7498821098075,-27.5865430012345,0.0514121633023024,0.775035470724106,
0.2,0.2,1,1,1,0,0,-3.74993985180793,-29.8708910122514,0.0773176504299045,0.797268934547901,
0.3,0.3,1,1,1,0,0,-3.75012574379643,-30.4780201986432,0.0914573343470693,0.923257786780596,
0.4,0.4,1,1,1,0,0,-3.75058805232894,-31.1553012579679,0.102838911116123,0.969461165368557,
0.5,0.5,1,1,1,0,0,-3.75143220312239,-31.1618903651834,0.102820261381567,0.970535445958376,
0.6,0.6,1,1,1,0,0,-3.75162517316255,-30.9513881802559,0.102820261381567,0.961548183113337,
0.7,0.7,1,1,1,0,0,-3.75145008451607,-30.7580223307014,0.102820261381567,0.960675533860922,
0.8,0.8,1,1,1,0,0,-3.75174102969246,-30.8890361338854,0.102820261381567,0.959929078817368,
0.9,0.9,1,1,1,0,0,-3.7516490150208,-31.4372126013041,0.102820261381567,0.956469681113958,
1,1,1,1,1,0,0,-3.76178590259386,-34.5083652064204,0.102820261381567,0.982630532234907,
1.1,1.1,1,1,1,0,0,-3.76217817566778,-34.5564214512706,0.102820261381567,0.976938754320145,
1.2,1.2,1,1,1,0,0,-3.76348016464532,-34.8124885931611,0.102820261381567,0.978594180196524,
1.3,1.3,1,1,1,0,0,-3.76451281513051,-35.2454837411642,0.102820261381567,0.981662888079882,
1.4,1.4,1,1,1,0,0,-3.76588074174725,-35.4674644768238,0.102820261381567,0.978428404778242,
1.5,1.5,1,1,1,0,0,-3.76721327810567,-35.5480471625924,0.102820261381567,0.976045150309801,
1.6,1.6,1,1,1,0,0,-3.76780820697466,-35.6352888047695,0.102820261381567,0.977913849055767,
1.7,1.7,1,1,1,0,0,-3.76899582953844,-35.8602497726679,0.102820261381567,0.97739789634943,
1.8,1.8,1,1,1,0,0,-3.76950619431647,-35.9490979462862,0.102820261381567,0.97458902746439,
1.9,1.9,1,1,1,0,0,-3.77114792977399,-36.0411126166582,0.102820261381567,0.976756680756807,
2,2,1,1,1,0,0,-3.77176930820447,-36.1056998372078,0.102820261381567,0.976684037595987,
2.1,2.1,1,1,1,0,0,-3.77235231614434,-36.2867256626487,0.102820261381567,0.969406682997942,
2.2,2.2,1,1,1,0,0,-3.77404769578291,-36.2814404070377,0.102820261381567,0.96662063151598,
2.3,2.3,1,1,1,0,0,-3.77419521728079,-36.0290287062526,0.102820261381567,0.96347788348794,
2.4,2.4,1,1,1,0,0,-3.7744906328056,-36.3039784133434,0.102820261381567,0.965815503150225,
2.5,2.5,1,1,1,0,0,-3.77611634951461,-36.5109881386161,0.0744903506711125,0.937228556722403,
2.6,2.6,1,1,1,0,0,-3.77914687321483,-36.4620005711913,0.0606574025005102,0.788880977779627,
2.7,2.7,1,1,1,0,0,-3.77933872566789,-35.6015283614397,0.0513997161760926,0.78175775706768,
2.8,2.8,1,1,1,0,0,-3.77967064903813,-35.7727520167828,0.0514121633023024,0.780934933573008,
2.9,2.9,1,1,1,0,0,-3.77984201239426,-35.448488779366,0.0514121633023024,0.783660914748907,
3,3,1,1,1,0,0,-3.77979432867777,-35.4135408997536,0.0514121633023024,0.791714061051607,
3.1,3.1,1,1,1,0,0,-3.77962445543778,-35.4164047166705,0.0514121633023024,0.793506391346455,
3.2,3.2,1,1,1,0,0,-3.77964717970892,-35.0702088326216,0.0514121633023024,0.795735977590084,
3.3,3.3,1,1,1,0,0,-3.77983307169742,-35.1510941982269,0.0514121633023024,0.800581183284521,
3.4,3.4,1,1,1,0,0,-3.78008825408643,-35.4461139068007,0.0514121633023024,0.799641944468021,
3.5,3.5,1,1,1,0,0,-3.78407245211642,-36.0058853402734,0.0514121633023024,0.791188329458237,
3.6,3.6,1,1,1,0,0,-3.78462826543673,-36.0198086127639,0.0514121633023024,0.791910570114851,
3.7,3.7,1,1,1,0,0,-3.78581216271016,-36.3580649718642,0.0514121633023024,0.787694472819567,
3.8,3.8,1,1,1,0,0,-3.78699568745455,-35.9626719728112,0.0514121633023024,0.78288558870554,
3.9,3.9,1,1,1,0,0,-3.78783909318993,-36.0165489837527,0.0514121633023024,0.790281221270561,
4,4,1,1,1,0,0,-3.78950094521534,-36.4088453352451,0.0514121633023024,0.785963144153357,
4.1,4.1,1,1,1,0,0,-3.79009438396819,-36.4628620445728,0.0514121633023024,0.785589683800936,
4.2,4.2,1,1,1,0,0,-3.79096051397471,-36.3772734999657,0.0514121633023024,0.783497467637062,
4.3,4.3,1,1,1,0,0,-3.79241449479855,-36.4728271961212,0.0514121633023024,0.784829258918762,
4.4,4.4,1,1,1,0,0,-3.79378577417661,-36.337599158287,0.0514121633023024,0.789163168519735,
4.5,4.5,1,1,1,0,0,-3.79425478823176,-36.3139435648918,0.0514121633023024,0.790059100836515,
