"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(8800 (0,1) Waveform)","Total Cycle Count(8800 (0,3) Waveform)","Position(8800 (0,1):Position) (mm)","Load(8800 (0,1):Load) (N)","Rotation(8800 (0,3):Rotary Position Encoder) (deg)","Torque(8800 (0,3):Torque) (N·m)",
0,0,1,1,1,0,0,-3.74947419051411,-7.62189738452435,0,0.965656712651253,
0.1,0.1,1,1,1,0,0,-3.74928569082237,-7.57558736950159,0,0.970648601651192,
0.2,0.2,1,1,1,0,0,-3.74954459850173,-7.58413225412369,0,0.973632093518972,
0.3,0.3,1,1,1,0,0,-3.74991638247873,-7.87130557000637,0.00947561580687761,0.986513681709766,
0.4,0.4,1,1,1,0,0,-3.75248571523354,-9.30812675505877,0.0257122004404664,1.00796716287732,
0.5,0.5,1,1,1,0,0,-3.7574992109874,-10.7124913483858,0.0257062492892146,1.0951105505228,
0.6,0.6,1,1,1,0,0,-3.75893307524336,-9.80598852038383,0.051601049490273,1.19315180927515,
0.7,0.7,1,1,1,0,0,-3.75882653193933,-10.3233847767115,0.0514164380729198,1.20188854634762,
0.8,0.8,1,1,1,0,0,-3.75906644063791,-10.3463185951114,0.0514174019917846,1.2034960091114,
0.9,0.9,1,1,1,0,0,-3.75894834893379,-10.6604769825935,0.0514174019917846,1.21033005416393,
1,1,1,1,1,0,0,-3.75940097171139,-10.7699073851109,0.0514174019917846,1.20393000543118,
1.1,1.1,1,1,1,0,0,-3.76161118647641,-11.022319085896,0.0514174019917846,1.21961440891027,
1.2,1.2,1,1,1,0,0,-3.76222436926812,-10.9104672446847,0.0514174019917846,1.2238142080605,
1.3,1.3,1,1,1,0,0,-3.76360719704627,-11.263252235949,0.0514174019917846,1.23084289953113,
1.4,1.4,1,1,1,0,0,-3.76436156834227,-11.4692840725183,0.0514174019917846,1.23003032058477,
1.5,1.5,1,1,1,0,0,-3.76559352186122,-11.1803645268083,0.0514174019917846,1.23133137822151,
1.6,1.6,1,1,1,0,0,-3.76572576966867,-11.5638133138418,0.0514174019917846,1.2374809011817,
1.7,1.7,1,1,1,0,0,-3.76739320962961,-11.7633491754532,0.0514174019917846,1.24204717576504,
1.8,1.8,1,1,1,0,0,-3.76874660761398,-11.3995280116796,0.0514174019917846,1.24417478218675,
1.9,1.9,1,1,1,0,0,-3.76869184584583,-11.7322197183967,0.0514174019917846,1.24468095600605,
2,2,1,1,1,0,0,-3.76998265895232,-11.9643751531839,0.0514174019917846,1.24435545876622,
2.1,2.1,1,1,1,0,0,-3.77126900171039,-11.8577852845192,0.0514174019917846,1.24793639406562,
2.2,2.2,1,1,1,0,0,-3.77210234916182,-12.0914308354259,0.0514174019917846,1.24865025281906,
2.3,2.3,1,1,1,0,0,-3.77266263283055,-12.1520133689046,0.0514174019917846,1.24729564413428,
2.4,2.4,1,1,1,0,0,-3.77332312680972,-12.2156459838152,0.0514174019917846,1.24454777687788,
2.5,2.5,1,1,1,0,0,-3.77533515612808,-12.4160433188081,0.0514174019917846,1.24236149713397,
2.6,2.6,1,1,1,0,0,-3.7759844742362,-12.2908502817154,0.0514174019917846,1.23637868091464,
2.7,2.7,1,1,1,0,0,-3.77676492256465,-12.9418447613716,0.02360247541219,1.20346853509545,
2.8,2.8,1,1,1,0,0,-3.78021565901643,-12.5907361507416,0.0182084273546934,1.00891245529056,
2.9,2.9,1,1,1,0,0,-3.78082474398875,-12.2355064377189,-2.51457095146179E-06,0.964903738349676,
3,3,1,1,1,0,0,-3.78071820068472,-12.1582066640258,-4.19095158576965E-08,0.963185913860798,
3.1,3.1,1,1,1,0,0,-3.78098269629962,-12.1768098324537,0,0.958570279181004,
