Test_1,Test_2,Test_3,Test_4,Test_5
0.1052157022058964,0.05090168040049716,0.19690327932156854,0.08616846189984395,0.12342530798407339
0.10387211919431663,0.05389649549767751,0.19765294786975404,0.08881342316831257,0.13176569727608942
0.10591843399563652,0.06416527532678028,0.20401054122215054,0.09709481890583889,0.13856394345210618
0.1087148887331895,0.07180589409739202,0.20584213272412352,0.10148494649862028,0.14168859306085346
0.10862230159903023,0.07486268039653297,0.2086467050976457,0.10359428835911019,0.14338414399305843
0.10817523800054425,0.07360412786444898,0.20231469022817794,0.09564474070042857,0.14299760241949208
0.10917512576698908,0.07153651095725667,0.2026041430264701,0.10159935539690776,0.14439760491474163
0.11147188319892044,0.07402343114808846,0.20420495593370053,0.10171134014044872,0.1443501194936313
0.13312314530215258,0.07590859316839929,0.20877657587537543,0.10207274767617698,0.14550653159226817
0.13263369401994962,0.08432565220478072,0.22374355817741468,0.10270679116220269,0.1585306931882285
0.13146093761160824,0.09218117282323852,0.22349546160457365,0.1152514501905132,0.15746301623457512
0.13510096755068196,0.09175156797719418,0.22499218399957524,0.11551673651539283,0.15879644685767025
0.1376314069791342,0.09285828919749575,0.22613693855946973,0.11571142396035794,0.15954414981445125
0.13824011200628084,0.09322803417335315,0.22681718107526955,0.11646769182820824,0.158959020257246
0.1399367907760881,0.09363379679748352,0.22869044201903346,0.11630345350203837,0.16068250237418685
0.14019639178933058,0.09563372503921948,0.22969815643974537,0.11694087771570962,0.16181959516452288
0.14276061530994327,0.09643570522055117,0.23033405981232133,0.1174078316565534,0.16150983559810164
0.14410295582317803,0.09732151436410431,0.2310619974053275,0.11899578091330539,0.16368121786193976
0.14597077507490108,0.09812937997318898,0.23141274489424854,0.11779366872709524,0.16362630611002738
0.14727942934904267,0.09971306018945217,0.2340663988363028,0.11928197640253628,0.16336643872734577
0.14734579844804355,0.1000435700589481,0.2273411932802727,0.1202532318563898,0.16447652462999354
0.14909588526481204,0.10108895152891584,0.2217440640464485,0.1197145300769931,0.16484943951474654
0.15115817784143967,0.10328602263066738,0.22482414250598323,0.12024097307343114,0.1676077842916387
0.15241915732562633,0.10590298203468737,0.22637163731149526,0.12022727384155639,0.16873200562075327
0.15422333190213133,0.1045497384933945,0.22638003288825922,0.12039872903077331,0.16809828825378945
0.1546594545238623,0.10014719211783027,0.22869284889312586,0.12195696510845301,0.16754302668951535
0.1560202439304681,0.10230153408870207,0.2323449392067885,0.12210117074163161,0.16603534361549613
0.1570249285798866,0.10525971589059359,0.2313737413816785,0.12219194607283718,0.166603468821835
0.1589584948215271,0.10767424798975071,0.23228406952320987,0.12336628002243896,0.16607055386945385
0.16062599619642176,0.1117238106956173,0.23269295113554145,0.12303473699130349,0.17096645094415888
0.16102185771833175,0.1122301265776731,0.23627089870819662,0.120022090736464,0.1712912090227638
0.1635853265703158,0.11406275044207545,0.23602896050180733,0.12173630740574438,0.1721516164322799
0.16510041671017806,0.11431517192854869,0.23674148624632804,0.12072006211969581,0.17276009401507425
0.16626342476696834,0.1153343459196684,0.23834020046904533,0.12157997658633013,0.1729045043023291
0.16813430407209062,0.11740518822398853,0.23800385625265383,0.12418068952912172,0.17419716783673292
0.16969824101256628,0.11822414786683844,0.2387871315800318,0.12420767252023164,0.17437308646665983
0.17041784923780742,0.11858549333812476,0.2388405787872837,0.12460589923328648,0.17379271578304425
0.17244642742782557,0.12120599611398733,0.24003863143384635,0.12532803722043187,0.17409817261771057
0.17388720965752713,0.12115456476128955,0.24183405934145455,0.1257464619514889,0.1750193838643965
0.17473364651907256,0.12316242865029957,0.24237844247949222,0.12700028085431034,0.17504313600727325
0.17573635901355922,0.12358182873688156,0.2434607076638184,0.1263900398307698,0.17675241826886157
0.1774631059503695,0.1256724381417487,0.2445545100425301,0.1265757074877459,0.17566308070579983
0.17890547981984997,0.12588596082359232,0.2454784642775369,0.1269274950267554,0.1773619960662493
0.18022423925189196,0.12796269559458973,0.2510930514165402,0.12683554113561848,0.1770995698699079
0.18090843476627047,0.1292073356274894,0.24471052264003015,0.12638949101455574,0.17807926298630403
0.18349705610167033,0.13089872014844356,0.24635997414948518,0.1259234171064846,0.17764767510208038
0.182035891361474,0.12950380128705272,0.24534135780020352,0.1267300503618539,0.17792708701861598
0.18512618018066815,0.12613072155044666,0.24484034526101706,0.12671851620052277,0.16894849621173366
0.18716143900127719,0.12913458578346887,0.24639983791544096,0.12810280125706686,0.17341147730923553
0.1876114260811826,0.13079271739421214,0.2487172997765301,0.12665233135194595,0.17522616026993892
0.18977341033762582,0.133412428419645,0.2527970649904166,0.1273344798488176,0.17397416721048384
0.18998915524568297,0.13304612233824292,0.25269356619333483,0.12798100027625364,0.1758784998821306
0.192563485835649,0.13464876067709072,0.25410516577631004,0.12725371814463454,0.1775356344978965
0.19358060374619507,0.13597619466830652,0.2543906451872308,0.11648723464603954,0.17793919161867366
0.1928191431508393,0.136518361092806,0.2551583301781411,0.11934384642433035,0.17828213753662916
0.1950855481439711,0.13747842548052058,0.2553951030098203,0.12316969810975517,0.1803086823648373
0.1966103157519782,0.1385023126438742,0.25711997664236397,0.12428946950581075,0.17966635281892257
0.19673994465951922,0.1397557442776667,0.2570168625778995,0.12489550960421042,0.18095332013600604
0.19863704214262973,0.1404672604876649,0.25740816816702544,0.12650702464866603,0.1804394002656846
0.20032113022021522,0.14084677082713012,0.257697166001698,0.12572967249466763,0.1810876848154426
0.20099848424496475,0.14269830504662367,0.2578171779993088,0.12583437968384129,0.18082759212178875
0.20187187029717696,0.14315945326770205,0.2591907963087836,0.12669312898995008,0.18083083375052122
0.2027045370927463,0.1436021071005308,0.2586368897845739,0.12592811133988324,0.18344526614634624
0.2050758910847563,0.14497561804622658,0.2597720342487986,0.1276551956062881,0.1814305562435491
0.20624796222894642,0.14664812053664678,0.2613018584057901,0.1269173523450149,0.1823173217933392
0.20594304622853682,0.14791576171367102,0.26104888328709575,0.12730280927383036,0.1843306782618179
0.20695005836159258,0.1489373102744528,0.257017830227821,0.1268829999050751,0.18382404599262506
0.2091880225034304,0.1494859973393457,0.24492560355425969,0.12780848382780613,0.1860294599019055
0.20900003166508585,0.15224959188325599,0.2454287501781145,0.12817878480196152,0.1850241471221186
0.21098999397235718,0.1541978713812903,0.24790450129155203,0.12869556142680877,0.18839582878615574
0.21044508651388028,0.14814134585893415,0.24812332839934817,0.12787841674287714,0.1907962886341867
0.21122381153440986,0.1514769327425903,0.24971098220632273,0.13003203459473878,0.18658762607397264
0.21143687657735055,0.15324427405237748,0.25037517740082005,0.12860385842379915,0.1863856952380313
0.21333538926989484,0.1545211214064053,0.2516738253011826,0.12962377069341505,0.18542725136943786
0.2135077124274073,0.15668912576533642,0.25319600898841427,0.12935838536667107,0.18577181789038277
0.21407948298402255,0.1583311192555118,0.2545785496175539,0.13297256324432002,0.18493077132025115
0.21411490580052206,0.15964920493495288,0.2547699725049707,0.12679347040998834,0.186648035853349
0.21474014579338419,0.15926345320718013,0.25669643896214184,0.12805057597794592,0.1901726101540669
0.2140668948558658,0.16136307137359943,0.2574877537303296,0.1276583555881786,0.19013605984970117
0.21517975042640602,0.16313328440470937,0.2580969278494645,0.12771513669408024,0.19094232647903417
0.21700171936335694,0.16306354999974115,0.25744272686670283,0.1284586156997642,0.19158180914372516
0.2162907699680633,0.1645073838926315,0.25892500276166097,0.13062472744782627,0.19282112295842269
0.21713420097403965,0.16474770998630459,0.25912749762638276,0.13105167575700094,0.19170886976213056
0.2190280857382936,0.16652914529820798,0.2595136558996155,0.13288781817348302,0.1909042289484301
0.21910536802962344,0.1672838190689272,0.2610228024909022,0.1327796071613117,0.19250407743281917
0.2185212796512306,0.16841444663695035,0.26166981951043905,0.13216026809351467,0.19275365861389784
0.22024377847218848,0.16942874410731473,0.26202099143645546,0.1320613649633065,0.1938305073821906
0.21982579813171874,0.17038283472155938,0.263932093952217,0.1340029630643647,0.1941650760904967
0.22044929742836847,0.17059710506499356,0.2637729328241556,0.133201891334933,0.19417228243267567
0.22071551993434707,0.17182300201228248,0.2685024767284256,0.13360156928553912,0.19541339292054355
0.22013644978978553,0.17321359922552068,0.26546354999437416,0.13378273056041276,0.19363950721486534
0.2215774250013917,0.17465145095247278,0.2673845157567052,0.13511661408211972,0.19620162079247516
0.22097467681965705,0.17293132040046613,0.26538919965917085,0.13396472787255692,0.19454351838966094
0.22038460555551953,0.1722374681471609,0.2661066535506149,0.13475815790811568,0.19593713303124383
0.22049568570681133,0.17329825989294434,0.26624026739646584,0.13404101084792952,0.18616693073699084
0.22237451867008193,0.17535002848974507,0.2686543271297565,0.13499662895694436,0.1894327020731593
0.22207470507759647,0.17532254184301785,0.27034071179154207,0.1348371333528793,0.19035033824949119
0.2222102920065781,0.1777467361536114,0.27073035548893604,0.1344493246439077,0.19025375208295167
0.22305509004779678,0.17763351403688335,0.27201438744161727,0.13623200888909134,0.19169946842882588
0.22358834301430802,0.1773039465975656,0.27218049757940854,0.1328113302978043,0.1935734292882111
0.2231895773998501,0.17942998704575264,0.2717449155777285,0.12561767137870972,0.1927531292359058
0.2225389348377009,0.17947292711534424,0.27221842655097034,0.1276341385185557,0.19444193594331943
0.2243611292854976,0.18111347729373226,0.2731132761591488,0.13004926778256234,0.19403678783904485
0.2236886713630105,0.1828989729970866,0.2742782132096729,0.13145979222969795,0.19490485153131587
0.22406223828163038,0.18321094000242744,0.2740926765791041,0.13204994870819065,0.1948666529668726
0.2231928156150121,0.18609312881767398,0.27566739422704334,0.1317811517862439,0.19625791379281363
0.22471003056984618,0.18573028599344235,0.2752333894104401,0.13318716197891942,0.1958956141107607
0.22320719916316917,0.1872224205239551,0.27585601826589284,0.13316757418222785,0.19585840888449677
0.22296865569910296,0.18933123139082553,0.27291734127055994,0.13365141822102178,0.19603976689046437
0.22381742066862484,0.18845543304249127,0.2768854822625465,0.13296775674444103,0.19789337199269313
0.22505922811126933,0.19156256467002208,0.27462007734502686,0.13270738139803087,0.1967577837425185
0.22482776108663172,0.19224934437614,0.2748830954146227,0.1338675556455515,0.1974693673394645
0.22599588095819717,0.19475903253872015,0.27383807604727317,0.13305864041835183,0.19704831865706246
0.2244931658310339,0.19459940879951812,0.2613561757052781,0.1344359886322259,0.19736133446660198
0.22501279211990624,0.20077763127693785,0.25829779546661763,0.13366675160962768,0.1988432393604966
0.22650934255544658,0.19384763678982295,0.2592904690588462,0.13466442516687682,0.19919419903832827
0.22620460838103132,0.1937924377693207,0.2607348767594167,0.1351529793678354,0.20243466041723723
0.2265272994497577,0.19702688009085226,0.2636074168017454,0.13542818625576328,0.20474611678512664
0.22520720884721826,0.20005938707573884,0.26500547905735145,0.13617166746556,0.20017073657644557
0.22678681293252065,0.20179705622467708,0.26619772014280424,0.13463590628101835,0.20116379469482878
0.2268776399660398,0.20324923703643227,0.2658838667011306,0.13589269327158915,0.2001352608203888
0.22615781117150324,0.20421995591972833,0.2690334822073195,0.1359835412628228,0.19910093151052594
0.2255746125701497,0.20367220044734016,0.26742105316676573,0.1396522431197532,0.2000963480974231
0.22632059456338097,0.20466645115188203,0.2670693911651418,0.1330552675462198,0.2038126174115437
0.22653165157503158,0.20639490177434114,0.26896363245454213,0.13509951771474837,0.20349046313958574
0.22584406027771173,0.20728092757221833,0.27012661681160915,0.13456147471677185,0.20372997868093487
0.22754956838188714,0.20770649287814089,0.27157071322169285,0.1349137487521323,0.20318546565901238
0.22641643118636853,0.2072046088552118,0.27022831422050203,0.13494706508684837,0.203579083214936
0.2262941190611398,0.20837721513603916,0.2726294997193815,0.13886092581046544,0.20497036694274579
0.2260317781276186,0.20931737290421923,0.27197415383459567,0.13925698024155017,0.20610328667668518
0.22572696149211974,0.21053743402827776,0.2731241111026496,0.14005173553938868,0.20562434990343048
0.22669391028037153,0.2118518883416571,0.27350923162405033,0.1400124202893003,0.2069833524419742
0.22581023834815797,0.2127900473451101,0.2750421944603662,0.1406143445457067,0.20719814872879858
0.2269896872638215,0.21340789231404883,0.2741966146686809,0.1401049485628863,0.20752047690977618
0.22691488990410708,0.21336230493442662,0.2770706091044679,0.14082848123895877,0.20665447965888983
0.22723309932247024,0.2145983109080547,0.27847776780710304,0.14133495619238184,0.20756844903801117
0.22638888189912862,0.215464206938133,0.281169695281038,0.14029129267768817,0.20852878823136292
0.22727293563410347,0.2090534698410747,0.2796849341952239,0.14146038069201358,0.20789633111649272
0.22664415128168428,0.20733584216846435,0.2791586596630097,0.14045219013667562,0.208181385255984
0.22572037673517695,0.20824442200443022,0.27726735105020966,0.14042250287246835,0.20863000406491053
0.2259230359040338,0.2087396566750583,0.27771716872962354,0.14086151034554767,0.2085906977074054
0.22588663988042643,0.20839550941424115,0.27750474979611633,0.14118594648834418,0.20112419720059838
0.22523007616075605,0.20947368257061233,0.27763913294293147,0.1410484652831701,0.20493169806133762
0.22443324429717834,0.20738729977501683,0.2845373935997488,0.14065724918298123,0.2036074128670569
0.2248296470935799,0.2065827621212561,0.28367090637548176,0.14254773187560707,0.20311963104735184
0.22457376633658657,0.20693905520229006,0.2852701539922146,0.14194456442785305,0.2058039913018685
0.2230767977334141,0.20587985772380135,0.2867626348086366,0.13308940451351411,0.2056926669465827
0.22220124198461316,0.20411840854119737,0.284852952039187,0.13249515307815485,0.20620093511164264
0.22247434696437804,0.20466321859573683,0.28628951656840806,0.1363285945121058,0.2066005477494726
0.2211774791709778,0.20249654193250533,0.2854942390009981,0.13674593687019201,0.2080382886620824
0.21952120881891285,0.2021156296189495,0.28607334866103884,0.13716169754558769,0.20813721115003792
0.21853790863393135,0.20102130265627566,0.28565381084074326,0.13893930629198645,0.2083135359839817
0.2189703669668543,0.20104150350312872,0.2854344325267312,0.13864538751110103,0.20716453399866802
0.2173419510459082,0.20180330801580082,0.2871015734396898,0.13886342797150666,0.20712337134555775
0.21660753082946488,0.20186703927781552,0.2865753837068295,0.14100113798622388,0.2091429109510468
0.21650481252528717,0.20236448640675997,0.28687432544740166,0.13956661996470057,0.20941619508777756
0.21734871160714242,0.2017264083636293,0.2871246315888512,0.1403812239142112,0.2098470258824557
0.2178340506862163,0.20372937628216084,0.2876448158504265,0.141464674728483,0.21097919696412937
0.21640323025706704,0.20301111735278587,0.28663079749860837,0.1413612751983449,0.21016637389303078
0.21859462060549475,0.207026932468313,0.2760664064798334,0.14078403773367726,0.21202098106329664
0.2188893126499996,0.20491323660543723,0.26887468450271307,0.14273303908755983,0.212718430412692
0.21909531470108012,0.19961344697971667,0.2694824202494186,0.1416999012953516,0.21199291405237233
0.21886680106943818,0.200979709744501,0.26966153760803485,0.14127783088635074,0.2131421983800754
0.2198117384784105,0.20264203406193024,0.2708854485676467,0.14241957447153722,0.21396720117456086
0.21896207986200808,0.20510382470969554,0.2740219185112657,0.14339639464449264,0.21860952288980937
0.2184569207894462,0.2077209634611294,0.27452202612787935,0.14330860282246677,0.21181952353132324
0.22064664539893805,0.2078342058076597,0.2752520111542745,0.1434845019070868,0.2131296820371408
0.22129452020318255,0.20860336669383375,0.27657114423212315,0.14437360382691816,0.21187950658597615
0.2201746673700883,0.20765893265302787,0.27676909233439545,0.1445748816889183,0.21174898002730422
0.22153130335973029,0.20931291415949488,0.2786969598772559,0.1451586789190456,0.21195423237331235
0.22060943213621176,0.20979731005684102,0.27946344953106683,0.14190292013540592,0.216463530305536
0.22036816978064666,0.20857402205820003,0.27942866699336316,0.14196471538682298,0.21690135208738728
0.22135819811109886,0.21078267658483282,0.27999781762449116,0.14258016550547614,0.2174803597866174
0.22263038256829545,0.21051260226014035,0.28043884803917296,0.14073868337925927,0.21793692546768337
0.2212019251305448,0.21065978963966456,0.28038283707601164,0.14694128959462924,0.21871316312389477
0.222410368527184,0.21003727386602464,0.2803758250552707,0.14899011326408568,0.21728716607173046
0.22131179460130404,0.21045544660737117,0.2812196487287339,0.13613208622900844,0.21897762398030365
0.22034883082111195,0.21018445025403568,0.2815163892395943,0.1329408672102758,0.21804220978898786
0.22031080088493488,0.2102499146606623,0.2812860756154745,0.13581370069507726,0.21879864759301193
0.2195881876866701,0.21033593355611205,0.28227104576761836,0.14232726398001283,0.2201122535097713
0.21922121057858188,0.21067800309448148,0.28431632002715024,0.14896525702367197,0.22015779230936572
0.21777110454712323,0.21106808695256193,0.2856896030009731,0.148091149124144,0.2222661688507111
0.21782154870087975,0.20860708341351394,0.29190674967188956,0.14916001647493096,0.22041307115908138
0.21614940738037394,0.20093587818824196,0.2852115446318411,0.14848686919780205,0.22180158451267795
0.21660113536191716,0.2033351033128266,0.2888524451023918,0.15038542020351997,0.22213825778009283
0.21595581116070348,0.20548039106738455,0.2861195737096847,0.149208876944398,0.22132561246984545
0.2160680348571284,0.2069953060122051,0.286532855085012,0.1501919313557152,0.22226239490418837
0.21453671525511966,0.20751334534854204,0.28723326412941025,0.14870558779513424,0.22159790022072595
0.21456718985387727,0.20696102677716377,0.2891364176720844,0.14976323313502207,0.21352441902443198
0.2154058303766519,0.20804630098591798,0.2919337141484811,0.14958224230238784,0.216663306497042
0.21450802044897513,0.20853145577656187,0.29305821374198443,0.14890201269893816,0.21668063068734483
0.21498317978750148,0.20714052213108497,0.29358432952971636,0.1505027408931185,0.21557088338300778
0.2145145225163748,0.2102471682493096,0.2936792438212283,0.14826397517663123,0.21690602865141284
0.2163018410158981,0.2085125491892885,0.2933487788272508,0.14103804294740901,0.21948278037480176
0.21516702288117412,0.20890619816375758,0.2937012162486147,0.14269722171256652,0.2200474322532596
0.21561021745388764,0.21057514237107827,0.2943080744153957,0.14373999058808043,0.22044507276952557
