Engineering Strain,Engineering Stress (MPa),Lower Bound (MPa),Upper Bound (MPa)
-0.000630475,-0.3554029166666666,-0.3554029166666666,-0.3554029166666666
-0.0005521440940940941,-0.44094777149291176,-0.44094777149291176,-0.44094777149291176
-0.00047381318818818824,7.232201070458819,7.232201070458819,7.232201070458819
-0.0003954822822822823,6.1861885647566055,6.1861885647566055,6.1861885647566055
-0.0003171513763763764,3.8829955052506944,-0.27145472576105645,8.037445736262445
-0.00023882047047047052,0.04393034522145837,-0.3921671638400381,0.48002785428295486
-0.00016048956456456457,6.41864456222626,-2.0587381481951317,14.89602727264765
-8.215865865865868e-05,1.5016814939225225,0.5363418538414177,2.467021134003627
-3.827752752752793e-06,0.3645774168847097,-0.37999147510168585,1.109146308871105
7.45031531531531e-05,5.645236981354822,-5.241801333382206,16.53227529609185
0.000152834059059059,15.638760836794754,-3.573533947124263,34.85105562071377
0.00023116496496496488,28.027893172759754,9.485892142494158,46.56989420302535
0.0003094958708708709,46.225419807442215,22.23001477476641,70.22082484011801
0.00038782677677677666,45.38120847562388,24.53462794883908,66.22778900240868
0.00046615768268268266,60.47053086820987,34.543579291550245,86.3974824448695
0.0005444885885885884,70.43336562909558,48.950495142647284,91.91623611554387
0.0006228194944944944,78.89943802219253,65.17388081243962,92.62499523194543
0.0007011504004004004,84.71135217251157,70.15906123217512,99.26364311284802
0.0007794813063063062,89.66826810219086,73.55864677442284,105.77788942995889
0.0008578122122122122,96.58365405417437,79.02152763068219,114.14578047766656
0.000936143118118118,98.41049758457561,82.93932493438598,113.88167023476524
0.001014474024024024,106.28694443152915,92.86714479403247,119.70674406902583
0.0010928049299299297,108.95267575469427,94.64814022740731,123.25721128198123
0.0011711358358358357,117.0919107987057,108.99428641238286,125.18953518502853
0.0012494667417417417,121.82859653827487,113.23614158836436,130.42105148818536
0.0013277976476476477,126.94525211896075,117.90378555511738,135.9867186828041
0.0014061285535535532,130.55224812937854,121.06631953808932,140.03817672066776
0.0014844594594594592,133.7629132685953,122.08152601654398,145.44430052064664
0.0015627903653653652,141.3514051476707,129.61974762488495,153.08306267045646
0.0016411212712712712,146.37614910261482,134.28491298468373,158.4673852205459
0.0017194521771771768,153.48736553478744,140.28167141649408,166.6930596530808
0.0017977830830830828,158.7473864368958,149.20066185401316,168.29411101977843
0.0018761139889889888,165.02269261409094,156.26058493728354,173.78480029089835
0.001954444894894895,173.64022287776407,165.35719846201908,181.92324729350906
0.002032775800800801,181.48553284577144,170.57572592168177,192.39533976986112
0.0021111067067067064,179.19806727826895,170.50042568306787,187.89570887347003
0.0021894376126126124,186.37277548143555,174.5496500387697,198.1959009241014
0.0022677685185185184,197.7973499822441,187.8884103973278,207.7062895671604
0.0023460994244244244,200.78394971470544,188.64748393042342,212.92041549898747
0.00242443033033033,210.69537704875856,205.554002112798,215.83675198471911
0.002502761236236236,211.56267906215356,201.59682946498438,221.52852865932275
0.002581092142142142,217.47236643948503,210.68586576072778,224.25886711824228
0.002659423048048048,228.0519987301705,213.69709005818484,242.40690740215618
0.002737753953953954,232.52131090328663,217.33481733006667,247.7078044765066
0.0028160848598598595,234.15673474810342,225.84195433444444,242.4715151617624
0.0028944157657657655,242.8856500710088,225.7722109223314,259.9990892196862
0.0029727466716716715,249.70614871005927,231.62008847220054,267.792208947918
0.0030510775775775775,254.0142512780135,237.47790434537552,270.55059821065146
0.0031294084834834835,261.6373595005469,247.01700013322707,276.2577188678667
0.003207739389389389,264.9363005451302,253.15033018242536,276.7222709078351
0.0032860702952952955,268.4246443491733,257.58754912685004,279.2617395714966
0.003364401201201201,273.17624939385337,261.94642990658105,284.4060688811257
0.0034427321071071066,278.365360168971,264.6441861852616,292.0865341526804
0.003521063013013013,282.24961764718785,268.4320760978641,296.06715919651157
0.0035993939189189186,285.6583278191421,272.8063380634126,298.5103175748715
0.003677724824824824,290.70054261294155,279.49100915863573,301.91007606724736
0.0037560557307307306,294.48207284947796,283.7584765074513,305.2056691915046
0.003834386636636636,299.1857725003564,285.6340947508558,312.737450249857
0.003912717542542543,299.66671712564477,291.0741771254385,308.25925712585104
0.003991048448448448,303.592901593655,295.7577584244793,311.42804476283067
0.004069379354354354,307.443533428249,299.43290277313645,315.45416408336155
0.00414771026026026,310.47702925292066,301.0906178757347,319.8634406301066
0.004226041166166166,312.1199680240642,301.4027314834943,322.8372045646341
0.004304372072072072,314.12983547956304,304.06742408921514,324.19224686991095
0.004382702977977978,317.8724983015778,309.54726759284824,326.1977290103074
0.004461033883883883,319.8061446292075,312.2425446104315,327.3697446479835
0.00453936478978979,321.79686438697047,314.44456630005476,329.1491624738862
0.004617695695695695,323.26983975881626,316.24483364827313,330.2948458693594
0.004696026601601602,325.01581057362125,318.43770815434357,331.59391299289894
0.004774357507507507,327.4051875419119,320.84771972169756,333.96265536212627
0.004852688413413413,329.10052250791585,321.88450316083885,336.31654185499286
0.004931019319319319,330.2276947655465,323.775005378895,336.68038415219803
0.005009350225225225,330.971334779775,325.29155531845043,336.6511142410996
0.005087681131131131,332.0284069303956,325.7290371424003,338.3277767183909
0.005166012037037037,333.7685623249581,327.2637335220397,340.27339112787655
0.005244342942942942,334.38446531363473,328.29536643306267,340.4735641942068
0.005322673848848849,335.09531708134506,329.34855261126046,340.84208155142966
0.005401004754754754,336.07717649474563,329.65569902757176,342.4986539619195
0.00547933566066066,336.6644259638573,330.45495484441,342.8738970833046
0.005557666566566566,337.144703018952,331.03798428839036,343.2514217495136
0.005635997472472472,337.9089242313388,332.15140992515074,343.66643853752686
