0.000197082,10.06477293
0.000605736,30.88571422
0.001055326,60.33891805
0.001553373,90.512085
0.002094438,121.3579813
0.002671013,152.500529
0.003281281,183.7392375
0.00390553,214.4611409
0.004548349,244.8393148
0.005213537,275.0264079
0.005874033,303.8557536
0.006650522,323.0505574
0.00750689,338.6608887
0.008398783,352.4864909
0.009310772,365.1544597
0.010243106,377.3240153
0.011193373,388.8324382
0.012164371,397.7040202
0.013164229,403.4308268
0.014185991,407.4978841
0.01522043,410.7006023
0.016269293,413.3012288
0.017331328,415.5127767
0.018399639,417.43986
0.019471383,419.1628418
0.020549874,420.7057292
0.021632366,422.1126303
0.022720265,423.4578043
0.0238059,424.7160238
0.024889841,425.8751221
0.025969386,426.9781088
0.027049193,428.0286052
0.028119226,429.0057373
0.029183917,429.911499
0.030248551,430.7732341
0.031302505,431.5859375
0.032345519,432.3544108
0.033387356,433.0946452
0.034424477,433.7870687
0.035460262,434.4457601
0.036494417,435.06604
0.037521849,435.6834717
0.038557653,436.2728678
0.039589987,436.8428548
0.040622516,437.3883871
0.041658254,437.9162191
0.042684398,438.4302978
0.043709049,438.9182943
0.044120874,439.1075439
