Time;Image index (Image index);Distance L(t) (Extensometer 1);Change in distance (Extensometer 1);Strain - RC (Extensometer 1);Distance x L(t) (Extensometer 1);Distance y L(t) (Extensometer 1);Distance z L(t) (Extensometer 1);Change in distance x (Extensometer 1);Change in distance y (Extensometer 1);Change in distance z (Extensometer 1);X-displacement (Strain Gauge 1);Y-displacement (Strain Gauge 1);Z-displacement (Strain Gauge 1);Displacement (Strain Gauge 1);Height (Strain Gauge 1);Exx - RC (Strain Gauge 1);Exy - RC (Strain Gauge 1);Eyy - RC (Strain Gauge 1);Max. principal strain - RC (Strain Gauge 1);Min. principal strain - RC (Strain Gauge 1);Max. shear strain - RC (Strain Gauge 1);Poisson ratio -Exx/Eyy (Strain Gauge 1);Poisson ratio -Eyy/Exx (Strain Gauge 1);Von Mises - RC (Strain Gauge 1);Tresca - RC (Strain Gauge 1);Poisson ratio -strain max/min (Strain Gauge 1);Poisson ratio -strain min/max (Strain Gauge 1);Max. strain angle (Strain Gauge 1);Max. shear angle (Strain Gauge 1);Vorticity-z (Strain Gauge 1);du/dx (Strain Gauge 1);du/dy (Strain Gauge 1);dv/dx (Strain Gauge 1);dv/dy (Strain Gauge 1);dw/dx (Strain Gauge 1);dw/dy (Strain Gauge 1);Ezz plane stress state (Strain Gauge 1);Stereo reconstruction error (Strain Gauge 1);X-displacement (Strain Gauge 2);Y-displacement (Strain Gauge 2);Z-displacement (Strain Gauge 2);Displacement (Strain Gauge 2);Height (Strain Gauge 2);Exx - RC (Strain Gauge 2);Exy - RC (Strain Gauge 2);Eyy - RC (Strain Gauge 2);Max. principal strain - RC (Strain Gauge 2);Min. principal strain - RC (Strain Gauge 2);Max. shear strain - RC (Strain Gauge 2);Poisson ratio -Exx/Eyy (Strain Gauge 2);Poisson ratio -Eyy/Exx (Strain Gauge 2);Von Mises - RC (Strain Gauge 2);Tresca - RC (Strain Gauge 2);Poisson ratio -strain max/min (Strain Gauge 2);Poisson ratio -strain min/max (Strain Gauge 2);Max. strain angle (Strain Gauge 2);Max. shear angle (Strain Gauge 2);Vorticity-z (Strain Gauge 2);du/dx (Strain Gauge 2);du/dy (Strain Gauge 2);dv/dx (Strain Gauge 2);dv/dy (Strain Gauge 2);dw/dx (Strain Gauge 2);dw/dy (Strain Gauge 2);Ezz plane stress state (Strain Gauge 2);Stereo reconstruction error (Strain Gauge 2);Load ADC 1 channel 1;Position ADC 1 channel 2
ms;;mm;mm;S;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;S;S;S;S;S;S;;;S;S;;;°;°;S;S;S;S;S;S;S;S;pixel;mm;mm;mm;mm;mm;S;S;S;S;S;S;;;S;S;;;°;°;S;S;S;S;S;S;S;S;pixel;kN;mm
0.02515;1;25.755;0;0;-2.00885;25.6737;0.381615;0;0;0;0;0;0;0;-6.91916;-1.11022e-16;2.08167e-17;-3.33067e-16;-1.09088e-16;-3.35002e-16;1.12957e-16;;;1.97295e-16;1.50609e-16;;;0;45;0;-1.11022e-16;-2.77556e-17;6.93889e-17;-3.33067e-16;0;0;0;0;0;0;0;0;-6.51364;2.22045e-16;-3.46945e-17;2.22045e-16;2.56739e-16;1.8735e-16;3.46945e-17;;;1.53355e-16;4.62593e-17;;;0;45;0;2.22045e-16;-6.93889e-17;-3.97748e-27;2.22045e-16;0;0;0;0;-0.0108305;2.18863
1000.03;2;25.7548;-0.000202798;-7.87412e-06;-2.01012;25.6735;0.375307;-0.00126517;-0.000209488;-0.00630736;0.00211456;0.000348413;-0.00643635;0.00678375;-6.92559;-7.60157e-06;0.000132714;0.000508499;0.000540626;-3.97288e-05;0.000290178;;;0.000374364;0.000386903;13.6079;0.0734866;80.2532;125.253;2.65903e-05;-7.59764e-06;0.000166696;9.87501e-05;0.000508494;0.000625156;-0.000273531;0;0.015247;0.00208818;-0.000397006;-0.00715568;0.00746471;-6.5208;-0.000480132;7.14703e-05;-5.82219e-05;-4.64439e-05;-0.00049191;0.000222733;-8.24659;-0.121262;0.000313607;0.000296978;-0.0944154;-10.5915;175.636;40.6359;-0.00117312;-0.000480137;2.40692e-05;0.000118851;-5.82197e-05;0.00296557;0.00224032;0;0.0234287;-0.0106771;2.19399
2000.03;3;25.7567;0.00167382;6.49901e-05;-2.0101;25.6753;0.380177;-0.00124504;0.00160301;-0.00143781;0.00482362;-0.00156252;-0.00766136;0.00918723;-6.92682;-5.55911e-05;-7.8275e-05;0.000267041;0.000285029;-7.35788e-05;0.000179304;0.208175;4.80366;0.000218711;0.000239072;3.87378;0.258146;107.402;152.402;0.000147859;-5.55925e-05;-6.16772e-05;-9.48675e-05;0.000267042;0.000683373;0.000237302;0;0.0129365;0.00531922;-0.00267192;-0.00891253;0.0107176;-6.52256;-0.000507229;5.69476e-05;-8.44737e-05;-7.69369e-05;-0.000514766;0.000218914;-6.00458;-0.16654;0.000320623;0.000291886;-0.14946;-6.69075;158.154;23.1539;-0.00179977;-0.000507233;0.000218324;-0.000104361;-8.44959e-05;0.00633082;0.00102185;0;0.0190269;-0.0108181;2.19637
3000.03;4;25.7559;0.000851985;3.30804e-05;-2.00861;25.6747;0.373537;0.000246733;0.00099278;-0.00807778;0.00952689;-0.00378133;-0.00617046;0.0119639;-6.92533;2.98961e-05;0.000195572;0.000639369;0.000696728;-2.74622e-05;0.000362095;-0.0467588;-21.3864;0.000473905;0.000482793;25.3704;0.039416;60.4779;105.478;0.00159959;2.985e-05;2.96889e-05;0.000361354;0.000639388;-0.00178997;0.00240569;0;0.0145766;0.0111648;-0.00487215;-0.00940752;0.0153913;-6.52305;-0.000585399;4.62732e-06;-6.81747e-05;-6.81333e-05;-0.000585441;0.000258654;-8.58676;-0.116458;0.000369682;0.000344872;-0.116379;-8.59258;165.655;30.6555;-0.00100303;-0.000585413;0.000175913;-0.00016657;-6.81902e-05;0.00559539;0.00196331;0;0.0196096;-0.0106601;2.20385
4000.03;5;25.756;0.00104225;4.0468e-05;-2.00917;25.6749;0.371592;-0.000316172;0.00116783;-0.0100228;0.0156245;-0.00419585;-0.00993908;0.0189873;-6.9291;0.000102097;0.000244931;0.000389611;0.000529857;-3.81484e-05;0.000284002;-0.262049;-3.81608;0.000366616;0.00037867;13.8894;0.0719976;47.7743;92.7743;0.00146518;0.000102063;0.000130965;0.000358865;0.000389632;-0.00277857;0.000403079;0;0.0181814;0.0183488;-0.00614801;-0.0128118;0.0232082;-6.52646;-0.000450669;0.000138745;2.4092e-05;6.16655e-05;-0.000488242;0.000274954;18.7062;0.0534583;0.000347877;0.000366605;0.126301;7.91759;132.676;177.676;-0.000501917;-0.000450706;0.000582566;-0.000304865;2.39319e-05;0.00509396;0.000245475;0;0.0235784;-0.0107347;2.21102
5000.03;6;25.7568;0.00180251;6.9987e-05;-2.00758;25.6758;0.371428;0.00127614;0.00205741;-0.0101864;0.0211167;-0.00586498;-0.0101248;0.0241417;-6.92928;0.000297913;0.000289745;0.000532985;0.000728126;0.000102772;0.000312677;-0.558953;-1.78906;0.000455045;0.000416903;-7.08488;-0.141146;38.2491;83.2491;0.0022087;0.000297783;-7.6764e-06;0.000587097;0.000533027;-0.00468531;0.000107018;0;0.0161289;0.0256089;-0.00814896;-0.0141018;0.0303493;-6.52775;-0.000379765;0.000227136;-3.29454e-05;7.94097e-05;-0.00049212;0.000285765;-11.5271;-0.0867521;0.000357502;0.00038102;0.161362;6.19723;122.606;167.606;-0.000321207;-0.000379753;0.000617501;-0.000163094;-3.31103e-05;0.0047898;0.00088473;0;0.0225681;-0.0106797;2.21763
6000.03;7;25.756;0.00103731;4.02759e-05;-2.00554;25.6752;0.367882;0.00330807;0.00149964;-0.0137323;0.0246205;-0.00819876;-0.00551139;0.0265286;-6.92467;0.000247676;0.00015174;0.000255548;0.000403403;9.98212e-05;0.000151791;-0.969196;-1.03178;0.000242606;0.000202388;-4.04126;-0.247448;19.0642;64.0642;0.00209188;0.000247568;-0.000186695;0.000490173;0.000255542;-0.00255898;-0.000561187;0;0.0149516;0.0309364;-0.0098056;-0.0134969;0.035148;-6.52714;-0.000285406;0.000275828;0.000175913;0.000304815;-0.000414308;0.000359562;1.62243;0.616361;0.000416787;0.000479416;0.735721;1.35921;115.225;160.225;0.000313662;-0.000285368;0.000569692;-1.79006e-05;0.000175789;0.00261627;0.00150996;0;0.023927;-0.0107016;2.22481
7000.03;8;25.7565;0.00145203;5.63786e-05;-2.00366;25.6758;0.36519;0.00519153;0.00210115;-0.0164243;0.0280904;-0.00853347;-0.0106218;0.0312204;-6.92978;0.00021506;0.000460715;-7.78467e-05;0.000552039;-0.000414826;0.000483433;2.76261;0.361977;0.000560091;0.000644577;1.33077;0.751443;175.497;40.4969;0.00181898;0.000214749;7.94637e-06;0.000913617;-7.77406e-05;-0.00308851;0.000514907;0;0.0159907;0.0362249;-0.0108407;-0.0201576;0.0428497;-6.5338;-0.000190583;0.000319302;0.000252381;0.000419496;-0.000357698;0.000388597;0.75514;1.32426;0.000449186;0.00051813;1.17277;0.852685;58.7037;103.704;0.000214069;-0.000190584;0.000315321;0.000323281;0.000252382;0.00252715;0.00123611;0;0.0229033;-0.0106804;2.23273
8000.03;9;25.7552;0.000171196;6.6471e-06;-2.00187;25.6746;0.370045;0.00698308;0.000886532;-0.0115696;0.0313668;-0.0157981;-0.000464037;0.0351237;-6.91962;0.000352286;0.000264332;0.000281886;0.000583751;5.04207e-05;0.000266665;-1.24974;-0.800163;0.000373497;0.000355554;-11.5776;-0.0863736;13.0328;58.0328;0.0027068;0.000352046;-0.00021231;0.000741007;0.000281898;-0.00391168;-0.000137734;0;0.0186104;0.040546;-0.0172391;-0.0083788;0.0448483;-6.52202;-0.000279441;0.000260976;0.000279909;0.000382761;-0.000382293;0.000382527;0.998328;1.00168;0.000441704;0.000510036;1.00122;0.998777;23.6413;68.6413;0.000318772;-0.000279454;0.000216349;0.000305579;0.00027992;0.00150843;0.00124202;0;0.0290167;-0.0105751;2.24026
