Time;Image index (Image index);Distance L(t) (Extensometer 1);Change in distance (Extensometer 1);Strain - RC (Extensometer 1);Distance x L(t) (Extensometer 1);Distance y L(t) (Extensometer 1);Distance z L(t) (Extensometer 1);Change in distance x (Extensometer 1);Change in distance y (Extensometer 1);Change in distance z (Extensometer 1);X-displacement (Strain Gauge 1);Y-displacement (Strain Gauge 1);Z-displacement (Strain Gauge 1);Displacement (Strain Gauge 1);Height (Strain Gauge 1);Exx - RC (Strain Gauge 1);Exy - RC (Strain Gauge 1);Eyy - RC (Strain Gauge 1);Max. principal strain - RC (Strain Gauge 1);Min. principal strain - RC (Strain Gauge 1);Max. shear strain - RC (Strain Gauge 1);Poisson ratio -Exx/Eyy (Strain Gauge 1);Poisson ratio -Eyy/Exx (Strain Gauge 1);Von Mises - RC (Strain Gauge 1);Tresca - RC (Strain Gauge 1);Poisson ratio -strain max/min (Strain Gauge 1);Poisson ratio -strain min/max (Strain Gauge 1);Max. strain angle (Strain Gauge 1);Max. shear angle (Strain Gauge 1);Vorticity-z (Strain Gauge 1);du/dx (Strain Gauge 1);du/dy (Strain Gauge 1);dv/dx (Strain Gauge 1);dv/dy (Strain Gauge 1);dw/dx (Strain Gauge 1);dw/dy (Strain Gauge 1);Ezz plane stress state (Strain Gauge 1);Stereo reconstruction error (Strain Gauge 1);X-displacement (Strain Gauge 2);Y-displacement (Strain Gauge 2);Z-displacement (Strain Gauge 2);Displacement (Strain Gauge 2);Height (Strain Gauge 2);Exx - RC (Strain Gauge 2);Exy - RC (Strain Gauge 2);Eyy - RC (Strain Gauge 2);Max. principal strain - RC (Strain Gauge 2);Min. principal strain - RC (Strain Gauge 2);Max. shear strain - RC (Strain Gauge 2);Poisson ratio -Exx/Eyy (Strain Gauge 2);Poisson ratio -Eyy/Exx (Strain Gauge 2);Von Mises - RC (Strain Gauge 2);Tresca - RC (Strain Gauge 2);Poisson ratio -strain max/min (Strain Gauge 2);Poisson ratio -strain min/max (Strain Gauge 2);Max. strain angle (Strain Gauge 2);Max. shear angle (Strain Gauge 2);Vorticity-z (Strain Gauge 2);du/dx (Strain Gauge 2);du/dy (Strain Gauge 2);dv/dx (Strain Gauge 2);dv/dy (Strain Gauge 2);dw/dx (Strain Gauge 2);dw/dy (Strain Gauge 2);Ezz plane stress state (Strain Gauge 2);Stereo reconstruction error (Strain Gauge 2);Voltage ADC 1 channel 1
170000;171;25.7467;-0.00669998;-0.000260159;-2.21664;25.6428;-0.652221;-0.108163;-0.0174228;-0.0653495;-1.10571;-0.0544752;-0.0733935;1.10949;-5.54633;-0.000494385;-0.00135893;-8.34574e-06;0.00112912;-0.00163185;0.00138049;;;0.00160284;0.00184065;0.691927;1.44524;176.28;41.2804;-0.0134826;-0.000514051;0.00370017;-0.00641554;-1.42681e-05;0.0141655;-0.00382288;0;0.0352322;-1.21189;-0.0426533;-0.125706;1.21914;-6.21495;0.000730543;0.000404528;0.000161293;0.000940544;-4.87069e-05;0.000494625;-4.52928;-0.220785;0.000643879;0.0006595;19.3103;0.0517859;70.3286;115.329;-0.00714438;0.00071308;0.00673121;-0.00592577;0.000138724;0.0106193;-0.000506043;0;0.0155799;0.0201537
171000;172;25.7458;-0.00761725;-0.000295776;-2.21972;25.6415;-0.655792;-0.111245;-0.0187014;-0.0689202;-1.11071;-0.0531081;-0.0746267;1.11448;-5.54756;-0.000545113;-0.00140372;-0.000953691;0.000669104;-0.00216791;0.00141851;-0.571582;-1.74953;0.00171245;0.00189134;0.308641;3.24002;8.21704;53.217;-0.0144569;-0.000565519;0.00372968;-0.00653918;-0.000959667;0.0162482;-0.00148017;0;0.0328143;-1.22064;-0.0405724;-0.127698;1.22797;-6.21734;0.000757655;0.000597365;0.000268893;0.00115869;-0.000132146;0.00064542;-2.81769;-0.354901;0.000820068;0.00086056;8.7683;0.114047;76.2179;121.218;-0.00675538;0.000744846;0.00629043;-0.0050985;0.000249291;0.00855741;-0.000582141;0;0.0149968;0.0201056
172000;173;25.7447;-0.00872039;-0.000338611;-2.22169;25.6402;-0.659412;-0.113208;-0.0200719;-0.0725403;-1.11441;-0.0530541;-0.0741183;1.11813;-5.54705;-0.000222228;-0.00127967;-0.00178813;0.000495006;-0.00250537;0.00150019;-0.124279;-8.04641;0.00185737;0.00200025;0.197578;5.06129;21.2742;66.2742;-0.0136052;-0.000241524;0.00377485;-0.00634208;-0.00179445;0.0158411;0.00103441;0;0.0326329;-1.22681;-0.0395969;-0.129521;1.23426;-6.21876;0.000536708;0.000316151;0.000319427;0.000762364;9.37716e-05;0.000334296;-1.68022;-0.595161;0.000480048;0.000445728;-8.13001;-0.123001;78.1306;123.131;-0.00502799;0.000524366;0.00561078;-0.00497964;0.000303742;0.00592025;-0.000275898;0;0.0164691;0.0200928
173000;174;25.7477;-0.00569082;-0.000220973;-2.22252;25.6434;-0.650018;-0.114036;-0.0168619;-0.0631462;-1.11914;-0.0499855;-0.0816002;1.12323;-5.55454;0.00014419;-0.00139935;-0.00348831;0.000620741;-0.00396486;0.0022928;0.0413353;24.1924;0.0028726;0.00305707;0.15656;6.38731;34.543;79.543;-0.0152988;0.000121209;0.00410426;-0.00692297;-0.00349578;0.0227076;0.00352497;0;0.0295225;-1.23326;-0.037868;-0.134291;1.24113;-6.22353;0.000303233;0.000131889;0.000646308;0.000691149;0.000258392;0.000216379;-0.469178;-2.13139;0.000403246;0.000288505;-2.67481;-0.373859;113.19;158.19;-0.00499705;0.000293401;0.00470242;-0.00443708;0.000635267;0.00524479;0.000390644;0;0.0210575;0.0200723
174000;175;25.7493;-0.00413625;-0.00016061;-2.22427;25.6449;-0.644213;-0.115786;-0.0153063;-0.0573416;-1.1238;-0.0481659;-0.0871446;1.1282;-5.56008;0.000457127;-0.0017173;-0.00371397;0.00107318;-0.00433002;0.0027016;0.123083;8.12459;0.00330304;0.00360213;0.247846;4.03476;33.1582;78.1582;-0.0155473;0.000431065;0.00396431;-0.00742264;-0.00372037;0.0178285;0.00265706;0;0.0340065;-1.2389;-0.0364887;-0.136699;1.24696;-6.22634;0.000709371;9.99711e-07;0.000598061;0.00070938;0.000598052;5.56642e-05;-1.18612;-0.843086;0.000440525;7.42189e-05;-1.18615;-0.843062;41.3054;86.3054;-0.00459973;0.00069931;0.00448888;-0.00448738;0.000587992;0.00575974;-0.00371755;0;0.0189659;0.020179
175000;176;25.7508;-0.00258123;-0.000100229;-2.22357;25.6466;-0.641231;-0.11509;-0.0136099;-0.0543588;-1.12855;-0.0480113;-0.0842493;1.13271;-5.55718;0.000183643;-0.00181934;-0.00485651;0.000771745;-0.00544461;0.00310818;0.0378138;26.4454;0.00391244;0.00414424;0.141745;7.05493;38.1582;83.1582;-0.0167467;0.000157013;0.00385454;-0.00752189;-0.00486231;0.0257811;0.00397068;0;0.0315222;-1.24441;-0.0363402;-0.132778;1.25201;-6.22202;0.000937069;-0.000110996;0.000573186;0.000968254;0.000542002;0.000213126;-1.63484;-0.61168;0.000560352;0.000284168;-1.78644;-0.559772;24.5014;69.5014;-0.00477051;0.000926345;0.00441111;-0.00463475;0.000563469;0.00518584;-0.00216248;0;0.0207285;0.0202052
176000;177;25.7509;-0.00246119;-9.55675e-05;-2.22552;25.6466;-0.640011;-0.117045;-0.0136284;-0.0531391;-1.13122;-0.043739;-0.0911041;1.13573;-5.56404;0.000306129;-0.00172553;-0.00318549;0.00101497;-0.00389433;0.00245465;0.096101;10.4057;0.00299248;0.00327287;0.260628;3.83689;29.6205;74.6205;-0.0160796;0.000279686;0.00400416;-0.00747524;-0.00319204;0.019173;0.00366227;0;0.0346518;-1.24847;-0.0333503;-0.135328;1.25622;-6.22457;0.00123442;-4.58677e-05;0.000677627;0.00123817;0.000673873;0.000282148;-1.82168;-0.548945;0.00071579;0.000376197;-1.83739;-0.54425;34.3801;79.3801;-0.00486285;0.00122364;0.0045503;-0.00464459;0.000667282;0.0075954;-0.000549563;0;0.019108;0.0202755
177000;178;25.7519;-0.00154499;-5.99915e-05;-2.22709;25.6475;-0.636632;-0.118613;-0.0127605;-0.0497606;-1.13419;-0.0426714;-0.0892616;1.13849;-5.5622;-4.36911e-05;-0.00182405;-0.00192878;0.00106695;-0.00303942;0.00205318;-0.0226522;-44.1458;0.00246029;0.00273758;0.351037;2.8487;18.5675;63.5675;-0.0166922;-6.96863e-05;0.00377875;-0.00743738;-0.00193426;0.0224058;0.00411684;0;0.0314682;-1.2524;-0.0327681;-0.130479;1.25961;-6.21972;0.00118746;-2.36562e-05;0.000653622;0.00118851;0.000652576;0.000267966;-1.81674;-0.550436;0.000687286;0.000357288;-1.82126;-0.549071;37.1057;82.1057;-0.00505147;0.0011752;0.00490435;-0.00495429;0.000641604;0.00674418;0.000907121;0;0.0192883;0.0201907
178000;179;25.7528;-0.000625629;-2.42931e-05;-2.22781;25.6486;-0.627071;-0.119328;-0.0116639;-0.0401989;-1.13695;-0.042174;-0.0841029;1.14084;-5.55704;-0.00020239;-0.0019303;-0.0019615;0.0010393;-0.00320319;0.00212125;-0.103181;-9.69169;0.0025534;0.00282833;0.324459;3.08206;17.4316;62.4316;-0.0173791;-0.000230571;0.00388012;-0.0077509;-0.00196717;0.0252254;0.00277057;0;0.03191;-1.25611;-0.0323474;-0.122755;1.26251;-6.212;0.00106529;-3.32614e-05;0.000453418;0.00106709;0.000451615;0.000307738;-2.34946;-0.425629;0.000618502;0.000410317;-2.36283;-0.423221;37.6312;82.6312;-0.0064043;0.00105184;0.00511865;-0.00518832;0.000440324;0.00938573;0.00119783;0;0.0192658;0.0201794
179000;180;25.7524;-0.000972966;-3.77801e-05;-2.22845;25.6481;-0.628724;-0.119971;-0.012109;-0.0418518;-1.13985;-0.0386883;-0.0889418;1.14397;-5.56188;0.000120642;-0.00174908;-0.00169989;0.00118214;-0.00276139;0.00197177;0.0709705;14.0904;0.00233686;0.00262902;0.428097;2.33592;17.6099;62.6099;-0.0176111;9.44216e-05;0.00394173;-0.00745021;-0.00170614;0.0275187;0.00193438;0;0.0321202;-1.25983;-0.0297649;-0.125739;1.26644;-6.21498;0.0011403;0.000121751;0.000575907;0.00116545;0.000550763;0.000307342;-1.98001;-0.505047;0.000673209;0.00040979;-2.11606;-0.472577;52.2038;97.2038;-0.00636274;0.00112551;0.00568465;-0.00544429;0.000559766;0.0084792;-0.000976724;0;0.0187153;0.0201666
180000;181;25.7534;4.18467e-05;1.6249e-06;-2.23031;25.649;-0.626241;-0.121827;-0.0111907;-0.0393692;-1.14313;-0.0378301;-0.0881623;1.14715;-5.5611;4.18119e-05;-0.0013418;-0.000399354;0.00118104;-0.00153858;0.00135981;0.104699;9.5512;0.00157469;0.00181308;0.767616;1.30274;5.48096;50.481;-0.0164964;1.7776e-05;0.00437605;-0.00706212;-0.000408032;0.0220552;-0.000869753;0;0.0317268;-1.26416;-0.0293116;-0.12275;1.27045;-6.21199;0.00093131;0.00024408;0.000130423;0.000999833;6.18998e-05;0.000468967;-7.14066;-0.140043;0.00064691;0.000625289;-16.1525;-0.0619101;58.2516;103.252;-0.0075121;0.000911808;0.0067359;-0.00625295;0.00010777;0.0128699;0.00141069;0;0.0188254;0.0202362
181000;182;25.7504;-0.00297976;-0.000115703;-2.23147;25.6456;-0.639457;-0.122996;-0.0146523;-0.0525849;-1.1465;-0.0414145;-0.0850447;1.1504;-5.55798;-0.000273007;-0.00132368;-5.45579e-05;0.0011644;-0.00149196;0.00132818;-5.00398;-0.199841;0.00153753;0.0017709;0.780447;1.28132;178.382;43.3817;-0.0178105;-0.000296842;0.00438305;-0.00702912;-6.32879e-05;0.0271705;-0.00256729;0;0.0309466;-1.26894;-0.0319606;-0.122883;1.27528;-6.21213;0.000580123;0.000491642;0.000252811;0.000934632;-0.000101698;0.000518165;-2.29469;-0.435788;0.000659606;0.000690887;9.19023;0.108811;78.9329;123.933;-0.00826388;0.000560642;0.00724408;-0.00626303;0.000226699;0.0136319;0.0011135;0;0.0170563;0.0202951
182000;183;25.7497;-0.00373934;-0.000145198;-2.23405;25.6446;-0.640423;-0.125574;-0.0156636;-0.0535515;-1.15148;-0.0431116;-0.0898648;1.15579;-5.5628;-0.000918367;-0.00201107;0.00150533;0.00264146;-0.00205449;0.00234798;0.610076;1.63914;0.00271826;0.00313064;1.2857;0.777787;163.009;28.0088;-0.0190374;-0.000949592;0.00414371;-0.00815089;0.00149878;0.0293488;-0.00632932;0;0.0325132;-1.2754;-0.0323215;-0.131621;1.28258;-6.22086;0.000856262;0.000666869;0.000142776;0.00125581;-0.000256775;0.000756294;-5.99725;-0.166743;0.000934632;0.00100839;4.89072;0.204469;73.7703;118.77;-0.00881143;0.000836789;0.00760765;-0.0062789;0.000114064;0.0130993;-0.000444894;0;0.017183;0.0203452
183000;184;25.7473;-0.00609867;-0.00023681;-2.23516;25.6418;-0.652913;-0.126678;-0.0184438;-0.0660414;-1.15539;-0.0461507;-0.0862849;1.15952;-5.55922;-0.00104346;-0.00159524;0.00116861;0.00200373;-0.00187858;0.00194116;0.892911;1.11993;0.00224184;0.00258821;1.06662;0.937544;162.25;27.25;-0.0191335;-0.00107148;0.0044724;-0.00764941;0.00115989;0.0262851;-0.00553962;0;0.0389446;-1.28033;-0.0339555;-0.135202;1.2879;-6.22444;0.000314588;0.000396488;0.000215578;0.00066465;-0.000134484;0.000399567;-1.45928;-0.685272;0.000494067;0.000532756;4.94222;0.202338;85.0987;130.099;-0.00712073;0.000298735;0.00643787;-0.00564551;0.000194938;0.0089521;-0.00123267;0;0.0153481;0.0203372
184000;185;25.7483;-0.00509807;-0.000197957;-2.23529;25.6428;-0.653712;-0.126816;-0.0174715;-0.0668397;-1.1568;-0.0462563;-0.0939351;1.16153;-5.56687;-0.00104678;-0.00149728;0.00170274;0.00236067;-0.0017047;0.00203268;0.614758;1.62666;0.0023573;0.00271024;1.3848;0.722126;157.073;22.0726;-0.0176299;-0.00107378;0.00451862;-0.0074966;0.00169367;0.0214377;-0.00737905;0;0.0444551;-1.28285;-0.0350077;-0.145695;1.29157;-6.23494;0.000397172;0.000495321;0.000225806;0.000814167;-0.000191189;0.000502678;-1.75891;-0.568534;0.00061647;0.000670237;4.25845;0.234827;83.4789;128.479;-0.00657503;0.000383093;0.00632011;-0.00533049;0.000205961;0.00822028;0.00344664;0;0.0190547;0.02025
185000;186;25.7459;-0.00752122;-0.000292048;-2.23497;25.6402;-0.659512;-0.126492;-0.0200249;-0.07264;-1.16147;-0.0524562;-0.080448;1.16543;-5.55338;-0.000927054;-0.00161262;0.00187547;0.00261057;-0.00166216;0.00213637;0.494305;2.02304;0.00248704;0.00284849;1.57059;0.636703;157.171;22.1713;-0.0169198;-0.000954936;0.00442786;-0.00763613;0.00186698;0.0200775;-0.00820506;0;0.0315719;-1.28736;-0.0386955;-0.136822;1.29519;-6.22606;0.000288259;0.00017007;0.000354387;0.000494577;0.000148069;0.000173254;-0.813401;-1.22941;0.000293106;0.000231006;-3.34019;-0.299384;93.6815;138.681;-0.00679785;0.00027526;0.0054428;-0.00510232;0.000339595;0.00870767;-0.000306643;0;0.0180246;0.0202884
186000;187;25.7452;-0.00820199;-0.000318482;-2.23557;25.6394;-0.663563;-0.127087;-0.0208649;-0.0766907;-1.1649;-0.0550337;-0.0795535;1.16891;-5.55249;-0.0012199;-0.00189825;0.000298833;0.00158397;-0.00250504;0.00204451;4.08221;0.244965;0.00238067;0.00272601;0.632314;1.58149;171.22;36.22;-0.0169007;-0.00124901;0.00407095;-0.00785832;0.00029235;0.020052;-0.00465587;0;0.0310252;-1.29149;-0.0409785;-0.141366;1.29985;-6.23061;0.000451942;-0.00013705;0.000464962;0.000595656;0.000321248;0.000137204;-0.971998;-1.02881;0.000344256;0.000182939;-1.85419;-0.539318;175.931;40.9307;-0.00455814;0.000438943;0.00482779;-0.00510182;0.000453323;0.00454077;0.000864579;0;0.0236676;0.0202673
187000;188;25.7447;-0.00870087;-0.000337853;-2.23457;25.6388;-0.667607;-0.126092;-0.0213841;-0.080735;-1.16721;-0.0582446;-0.0809552;1.17146;-5.55389;-0.00110188;-0.00157211;0.000132697;0.00120437;-0.00217355;0.00168896;8.3037;0.120428;0.00197682;0.00225194;0.554102;1.80472;171.572;36.5721;-0.0184955;-0.00112805;0.00426352;-0.00740049;0.000124845;0.0220607;-0.0042009;0;0.0331004;-1.29387;-0.0438285;-0.145592;1.30277;-6.23483;0.00028085;-0.000239119;0.000409418;0.000592743;9.7525e-05;0.000247609;-0.685975;-1.45778;0.000366999;0.000330145;-6.07786;-0.164532;170.391;35.3911;-0.00585486;0.000267681;0.00466077;-0.00513838;0.000398589;0.00524419;3.285e-05;0;0.0208654;0.0203786
188000;189;25.7453;-0.00805533;-0.000312787;-2.23606;25.6392;-0.673939;-0.127585;-0.0210317;-0.0870668;-1.16994;-0.0616915;-0.0800385;1.17429;-5.55297;-0.000537506;-0.00146627;-0.000954721;0.000734921;-0.00222715;0.00148103;-0.562998;-1.77621;0.00178102;0.00197471;0.329983;3.03046;7.61756;52.6176;-0.0167844;-0.000562986;0.00435083;-0.00728574;-0.000963119;0.0152605;-0.00245762;0;0.0318949;-1.29667;-0.0473102;-0.148292;1.30598;-6.23753;0.000357443;-0.000295828;0.000832291;0.000974188;0.000215546;0.000379321;-0.429469;-2.32846;0.000590864;0.000505761;-4.51963;-0.221257;157.201;22.2009;-0.00440634;0.000343143;0.00476786;-0.00535711;0.000820978;0.00263561;-0.00122577;0;0.0201774;0.020439
189000;190;25.748;-0.00541263;-0.000210171;-2.2362;25.6418;-0.676389;-0.127721;-0.0184544;-0.0895173;-1.17227;-0.0658346;-0.0812747;1.17692;-5.55421;-0.000563214;-0.00145197;-0.00194412;0.000354109;-0.00286145;0.00160778;-0.289701;-3.45184;0.00203596;0.0021437;0.123752;8.08069;18.7485;63.7485;-0.0177179;-0.000588353;0.00432403;-0.00723591;-0.00195243;0.018484;-0.00265808;0;0.0348367;-1.29956;-0.053536;-0.150182;1.30931;-6.23942;0.000569429;-0.000379316;0.000808561;0.00108671;0.00029128;0.000397715;-0.70425;-1.41995;0.000649528;0.000530286;-3.73081;-0.268039;167.122;32.1223;-0.00358255;0.000555944;0.004451;-0.00520847;0.000798735;0.00175334;0.00101784;0;0.0200638;0.0202803
190000;191;25.7472;-0.00624479;-0.000242484;-2.23644;25.6409;-0.67758;-0.127962;-0.0193425;-0.0907078;-1.17426;-0.0695546;-0.0797109;1.17902;-5.55265;-0.000726325;-0.00158405;-0.00300885;8.47698e-05;-0.00381995;0.00195236;-0.241396;-4.14257;0.00257535;0.00260315;0.0221913;45.0626;26.8476;71.8476;-0.0175297;-0.000751758;0.00412217;-0.00730329;-0.00301612;0.0189294;0.00103234;0;0.0368351;-1.30175;-0.0566096;-0.151852;1.3118;-6.24109;0.000912632;-0.000319717;0.000916618;0.00123435;0.000594902;0.000319724;-0.995652;-1.00437;0.000712806;0.000426298;-2.07488;-0.481956;174.278;39.2775;-0.00394313;0.000899953;0.00440871;-0.00504812;0.00090696;0.00406176;0.00183375;0;0.0175837;0.0204457
191000;192;25.7479;-0.00547055;-0.000212421;-2.23581;25.6416;-0.680391;-0.127328;-0.0185842;-0.0935187;-1.17746;-0.072723;-0.0817873;1.18253;-5.55472;-0.000129036;-0.0013664;-0.00290954;0.000430028;-0.00346861;0.00194932;-0.0443493;-22.5483;0.00246827;0.00259909;0.123977;8.06601;29.9904;74.9904;-0.0166633;-0.000153891;0.00443227;-0.00718118;-0.00291846;0.0188356;0.00242146;0;0.047257;-1.30514;-0.0605155;-0.155845;1.31581;-6.24509;0.000989614;-0.00025969;0.00109869;0.00130951;0.000778797;0.000265355;-0.900721;-1.11022;0.000760553;0.000353806;-1.68145;-0.594726;167.495;32.4948;-0.00463525;0.000978248;0.00425821;-0.00477709;0.00108967;0.00506571;0.002438;0;0.0176365;0.020257
192000;193;25.7501;-0.00325776;-0.000126498;-2.23652;25.6439;-0.677152;-0.128036;-0.0163382;-0.0902797;-1.18093;-0.075517;-0.0871213;1.18655;-5.56006;-2.65252e-05;-0.00160417;-0.00474276;0.000467387;-0.00523667;0.00285203;-0.00559277;-178.802;0.00365688;0.00380271;0.0892527;11.2041;38.9975;83.9975;-0.0169387;-5.26197e-05;0.0041644;-0.00740002;-0.00475018;0.0204625;0.00296191;0;0.0502867;-1.30859;-0.0641699;-0.160561;1.31996;-6.2498;0.00110559;-0.000261071;0.00121558;0.00142739;0.000893786;0.000266801;-0.909514;-1.09949;0.000832802;0.000355735;-1.59701;-0.626169;167.091;32.0909;-0.00453088;0.00109317;0.00447161;-0.00499323;0.00120563;0.00546546;0.00105264;0;0.0193702;0.0203918
193000;194;25.7496;-0.00384818;-0.000149424;-2.23623;25.6433;-0.677921;-0.12775;-0.0169265;-0.0910496;-1.18353;-0.0785975;-0.0905231;1.18959;-5.56346;1.15549e-05;-0.00156115;-0.00508343;0.000451855;-0.00552373;0.00298779;0.00227306;439.936;0.00384197;0.00398372;0.0818025;12.2246;41.1944;86.1944;-0.017981;-1.35089e-05;0.00409893;-0.00725016;-0.00509065;0.0226557;0.00575945;0;0.0518264;-1.31127;-0.0674177;-0.165385;1.32338;-6.25463;0.00148926;-0.000179951;0.00088451;0.00153876;0.000835014;0.000351872;-1.68371;-0.593925;0.000889479;0.000469162;-1.84279;-0.542655;22.4594;67.4594;-0.0051239;0.0014774;0.00451573;-0.00487847;0.000874339;0.00449949;0.00311478;0;0.0221819;0.0206688
194000;195;25.7512;-0.0021639;-8.40238e-05;-2.23708;25.645;-0.67383;-0.1286;-0.0152015;-0.0869581;-1.18695;-0.0816007;-0.0877817;1.19298;-5.56072;0.00012538;-0.00136605;-0.0048343;0.000476741;-0.00518566;0.0028312;0.0259355;38.5572;0.00362648;0.00377493;0.0919346;10.8773;41.4957;86.4957;-0.0176574;0.000100403;0.00443799;-0.00719897;-0.00484325;0.0213368;0.00615426;0;0.0443668;-1.31561;-0.0700583;-0.162359;1.32744;-6.2516;0.00150462;-0.000106056;0.000830442;0.00152091;0.000814151;0.000353378;-1.81183;-0.551929;0.000878826;0.000471171;-1.86809;-0.535306;29.9541;74.9541;-0.00646644;0.00149013;0.00517212;-0.00538779;0.000817083;0.00930805;0.00141594;0;0.0177064;0.0210146
195000;196;25.7508;-0.00255188;-9.9089e-05;-2.23872;25.6444;-0.676864;-0.13024;-0.0158141;-0.0899919;-1.19182;-0.0807597;-0.0918008;1.19808;-5.56474;3.53741e-05;-0.00151771;-0.00459677;0.000488352;-0.00504975;0.00276905;0.00769543;129.947;0.00354053;0.00369207;0.0967082;10.3404;38.7878;83.7878;-0.0176252;8.61539e-06;0.00440847;-0.00747142;-0.00460538;0.0214179;0.0067063;0;0.0463988;-1.3213;-0.0702287;-0.164042;1.33329;-6.25328;0.00178918;-3.57574e-05;0.0006074;0.00179027;0.000606319;0.000591973;-2.94564;-0.339484;0.00105139;0.000789297;-2.95268;-0.338676;36.8928;81.8928;-0.00705115;0.00177461;0.00532601;-0.00540385;0.000593226;0.0108849;0.00208486;0;0.0194394;0.0211028
196000;197;25.7515;-0.00187943;-7.29778e-05;-2.23879;25.6451;-0.675943;-0.13031;-0.0151207;-0.0890712;-1.19505;-0.0797551;-0.097375;1.20166;-5.57031;0.00032186;-0.00145876;-0.00393182;0.000774059;-0.00438401;0.00257904;0.0818605;12.2159;0.00321194;0.00343872;0.176564;5.66367;36.1073;81.1073;-0.0182709;0.000295311;0.00448974;-0.00743262;-0.00394087;0.0248545;0.00642083;0;0.0469838;-1.32538;-0.0695991;-0.167869;1.33778;-6.25711;0.00131761;0.000143928;0.000609168;0.00134573;0.000581044;0.000382343;-2.16296;-0.46233;0.000779365;0.00050979;-2.31605;-0.431769;51.2312;96.2312;-0.00745823;0.00130181;0.00591042;-0.00562666;0.000591723;0.0117265;0.00382641;0;0.018487;0.0209439
197000;198;25.7534;-3.05975e-05;-1.18809e-06;-2.24128;25.647;-0.667684;-0.1328;-0.0132653;-0.0808121;-1.19777;-0.0800004;-0.0981046;1.20444;-5.57104;-9.2838e-05;-0.00153501;-0.00318066;0.000540387;-0.00381389;0.00217714;-0.0291882;-34.2604;0.00274054;0.00290285;0.141689;7.0577;30.1667;75.1667;-0.0185869;-0.000119835;0.0044179;-0.00750631;-0.00318927;0.0240469;0.00690284;0;0.0396476;-1.32953;-0.0698217;-0.167551;1.34186;-6.25679;0.00153652;0.000369748;0.000327423;0.00164063;0.000223317;0.000708657;-4.69278;-0.213093;0.00102744;0.000944876;-7.34665;-0.136116;56.4194;101.419;-0.00801311;0.00151907;0.00665628;-0.0059244;0.000305345;0.0122044;0.00401214;0;0.016523;0.0211606
198000;199;25.7499;-0.00345821;-0.000134282;-2.24219;25.6432;-0.677168;-0.133711;-0.0170355;-0.0902965;-1.2006;-0.079091;-0.0991626;1.20729;-5.5721;-3.82874e-05;-0.00152627;-0.00304492;0.000600701;-0.0036839;0.0021423;-0.0125742;-79.5278;0.00267872;0.0028564;0.163061;6.13268;29.5659;74.5659;-0.0187063;-6.4449e-05;0.00432242;-0.00739255;-0.00305312;0.0246362;0.0045037;0;0.0412713;-1.33382;-0.0687224;-0.169781;1.34634;-6.25902;0.000677411;0.000589765;0.000244998;0.00108935;-0.000166942;0.000628147;-2.76496;-0.361669;0.0007878;0.000837529;6.52533;0.153249;77.9479;122.948;-0.00828249;0.000657051;0.00758708;-0.0064106;0.000216397;0.0140472;0.00511546;0;0.0159591;0.0209752
199000;200;25.7509;-0.00251064;-9.74879e-05;-2.24487;25.6441;-0.671017;-0.13639;-0.0161567;-0.0841448;-1.20327;-0.0795211;-0.0975028;1.20983;-5.57044;-0.000283731;-0.00100968;-0.00176146;0.00022855;-0.00227374;0.00125115;-0.161077;-6.2082;0.00159747;0.0016682;0.100517;9.94858;22.919;67.919;-0.0178412;-0.0003072;0.00489604;-0.0069241;-0.00177296;0.0216641;0.00211715;0;0.0453534;-1.33852;-0.0690247;-0.166721;1.35063;-6.25596;0.000439103;0.000576716;0.000527745;0.00106184;-9.49923e-05;0.000578416;-0.832036;-1.20187;0.000741588;0.000771222;11.1782;0.0894601;90.1058;135.106;-0.00736153;0.00041902;0.00751923;-0.00636522;0.000499656;0.0115602;0.00379965;0;0.0214732;0.0212125
200000;201;25.7512;-0.00224063;-8.70031e-05;-2.24549;25.6442;-0.674561;-0.137009;-0.0160327;-0.087689;-1.20731;-0.0822083;-0.0942393;1.21377;-5.56717;-0.000513127;-0.00198388;-0.00126016;0.0011321;-0.00290538;0.00201874;-0.407193;-2.45584;0.00240482;0.00269165;0.389655;2.56637;9.48919;54.4892;-0.0189406;-0.000542585;0.00395372;-0.00792586;-0.00126601;0.0256014;0.000862292;0;0.04512;-1.34354;-0.0710738;-0.165367;1.35554;-6.25461;0.000466034;0.000491577;0.000229065;0.000853204;-0.000158105;0.000505655;-2.03451;-0.491519;0.000628172;0.000674206;5.39643;0.185308;81.5954;126.595;-0.00758175;0.000448248;0.00696755;-0.00598595;0.000204917;0.00982666;0.000234014;0;0.0214835;0.0212456
201000;202;25.7511;-0.00228054;-8.85531e-05;-2.24591;25.6443;-0.666472;-0.13743;-0.0158981;-0.0796001;-1.2102;-0.0850866;-0.0953795;1.21693;-5.56831;-0.000845533;-0.00153129;0.000385274;0.00142019;-0.00188045;0.00165032;2.19463;0.455658;0.00191179;0.00220043;0.75524;1.32408;170.078;35.0776;-0.0192047;-0.000872237;0.00440852;-0.00746374;0.000376732;0.0286842;-0.00318836;0;0.0427939;-1.34688;-0.0730475;-0.167701;1.35924;-6.25694;0.000283264;0.000292925;0.000227947;0.000549833;-3.86223e-05;0.000294228;-1.24267;-0.804717;0.000380084;0.000392304;14.2362;0.0702436;85.9933;130.993;-0.00736413;0.000267145;0.0062717;-0.00568619;0.000208327;0.00855649;0.000522537;0;0.0211482;0.0212892
