Time;Image index (Image index);Distance L(t) (Extensometer 1);Change in distance (Extensometer 1);Strain - RC (Extensometer 1);Distance x L(t) (Extensometer 1);Distance y L(t) (Extensometer 1);Distance z L(t) (Extensometer 1);Change in distance x (Extensometer 1);Change in distance y (Extensometer 1);Change in distance z (Extensometer 1);X-displacement (Strain Gauge 1);Y-displacement (Strain Gauge 1);Z-displacement (Strain Gauge 1);Displacement (Strain Gauge 1);Height (Strain Gauge 1);Exx - RC (Strain Gauge 1);Exy - RC (Strain Gauge 1);Eyy - RC (Strain Gauge 1);Max. principal strain - RC (Strain Gauge 1);Min. principal strain - RC (Strain Gauge 1);Max. shear strain - RC (Strain Gauge 1);Poisson ratio -Exx/Eyy (Strain Gauge 1);Poisson ratio -Eyy/Exx (Strain Gauge 1);Von Mises - RC (Strain Gauge 1);Tresca - RC (Strain Gauge 1);Poisson ratio -strain max/min (Strain Gauge 1);Poisson ratio -strain min/max (Strain Gauge 1);Max. strain angle (Strain Gauge 1);Max. shear angle (Strain Gauge 1);Vorticity-z (Strain Gauge 1);du/dx (Strain Gauge 1);du/dy (Strain Gauge 1);dv/dx (Strain Gauge 1);dv/dy (Strain Gauge 1);dw/dx (Strain Gauge 1);dw/dy (Strain Gauge 1);Ezz plane stress state (Strain Gauge 1);Stereo reconstruction error (Strain Gauge 1);X-displacement (Strain Gauge 2);Y-displacement (Strain Gauge 2);Z-displacement (Strain Gauge 2);Displacement (Strain Gauge 2);Height (Strain Gauge 2);Exx - RC (Strain Gauge 2);Exy - RC (Strain Gauge 2);Eyy - RC (Strain Gauge 2);Max. principal strain - RC (Strain Gauge 2);Min. principal strain - RC (Strain Gauge 2);Max. shear strain - RC (Strain Gauge 2);Poisson ratio -Exx/Eyy (Strain Gauge 2);Poisson ratio -Eyy/Exx (Strain Gauge 2);Von Mises - RC (Strain Gauge 2);Tresca - RC (Strain Gauge 2);Poisson ratio -strain max/min (Strain Gauge 2);Poisson ratio -strain min/max (Strain Gauge 2);Max. strain angle (Strain Gauge 2);Max. shear angle (Strain Gauge 2);Vorticity-z (Strain Gauge 2);du/dx (Strain Gauge 2);du/dy (Strain Gauge 2);dv/dx (Strain Gauge 2);dv/dy (Strain Gauge 2);dw/dx (Strain Gauge 2);dw/dy (Strain Gauge 2);Ezz plane stress state (Strain Gauge 2);Stereo reconstruction error (Strain Gauge 2);Voltage ADC 1 channel 1
9000.03;10;25.7516;-0.00179633;-6.97513e-05;-2.10952;25.6582;-0.593478;-0.00104149;-0.00204042;-0.00660645;-0.00847535;-0.0744135;-0.0242884;0.0787345;-5.49722;-9.35037e-05;-0.000273984;-0.000471925;5.02538e-05;-0.000615683;0.000332968;-0.198133;-5.04713;0.00042819;0.000443958;0.081623;12.2515;39.3496;84.3496;0.0010633;-9.36263e-05;1.78721e-05;-0.00056595;-0.000471888;-0.00227421;0.0022858;0;0.0132257;-0.00808319;-0.07323;-0.0347928;0.0814771;-6.12444;0.000999986;9.49739e-05;0.000711255;0.00102843;0.000682816;0.000172804;-1.40594;-0.711265;0.000604307;0.000230406;-1.50615;-0.663944;28.7884;73.7884;-0.00134541;0.000999948;0.000480475;-0.000290639;0.000711145;0.00226536;-5.65411e-05;0;0.0138889;0.0143215
10000;11;25.7482;-0.0051535;-0.000200109;-2.11068;25.6545;-0.603475;-0.00220288;-0.00573853;-0.0166029;-0.00847893;-0.0817145;-0.026386;0.0862866;-5.49932;0.00041974;-0.000351543;-0.00026953;0.000567401;-0.000417191;0.000492296;1.5573;0.642135;0.000570655;0.000656395;1.36005;0.735267;10.2149;55.2149;0.00024429;0.000419666;-0.000182881;-0.000520321;-0.000269485;-0.00154303;0.000447648;0;0.0151547;-0.00830654;-0.0797747;-0.0395224;0.0894149;-6.12917;0.000862073;0.00023495;0.000648715;0.00101343;0.000497359;0.000258035;-1.32889;-0.752507;0.000585136;0.000344046;-2.03762;-0.490769;50.3463;95.3463;-0.00235489;0.000862056;0.000766549;-0.000296762;0.000648449;0.00342555;-0.00103958;0;0.0141456;0.0143807
11000;12;25.7504;-0.00296329;-0.000115064;-2.11193;25.6566;-0.601117;-0.00345212;-0.00358777;-0.0142452;-0.00970155;-0.0898704;-0.0294471;0.095068;-5.50238;0.000123845;-1.79253e-05;9.39904e-05;0.000132245;8.55909e-05;2.33268e-05;-1.31763;-0.758936;7.74467e-05;3.11025e-05;-1.54508;-0.647217;2.67088;47.6709;0.00102752;0.00012383;0.000140916;-0.000176772;9.39806e-05;-0.00246323;0.00111522;0;0.0138662;-0.0096682;-0.0884281;-0.0436906;0.0991053;-6.13334;0.000689925;0.000110703;0.000484034;0.000738152;0.000435807;0.000151172;-1.42537;-0.701574;0.000428488;0.000201563;-1.69376;-0.590403;34.0891;79.0891;-0.00138685;0.000689925;0.000337305;-0.000115945;0.000483983;0.00143763;-0.00176964;0;0.0121645;0.0144167
12000;13;25.7492;-0.0041593;-0.000161505;-2.11055;25.6554;-0.607387;-0.0020755;-0.00482253;-0.0205147;-0.00947642;-0.0999151;-0.0270855;0.103954;-5.50002;-0.000607884;-0.000253915;-0.000991446;-0.000481463;-0.00111787;0.000318202;-0.613129;-1.63098;0.000647464;0.00042427;-0.430698;-2.32181;62.4395;107.44;-0.00049751;-0.000607893;-0.000223441;-0.0002844;-0.000991439;-0.000356336;0.000212737;0;0.0127052;-0.0104662;-0.0990404;-0.0436844;0.108751;-6.13333;0.000434899;4.06763e-05;0.000209666;0.00044202;0.000202545;0.000119737;-2.07425;-0.482103;0.000255497;0.00015965;-2.18233;-0.458226;178.087;43.0866;-0.000180214;0.000434883;-0.000100737;0.000182122;0.000209662;0.00116269;0.0027858;0;0.0115719;0.0149108
13000;14;25.7478;-0.00559316;-0.000217181;-2.11129;25.6537;-0.61455;-0.00280863;-0.00649257;-0.0276785;-0.011488;-0.125208;-0.021009;0.127477;-5.49394;0.000275346;-0.000489349;-0.000513735;0.000509395;-0.000747783;0.000628589;0.53597;1.86578;0.000730169;0.000838119;0.681207;1.46798;40.6974;85.6974;-0.00020917;0.000275274;-0.000359425;-0.000619375;-0.00051368;0.0015337;-0.0023317;0;0.0151144;-0.0126608;-0.122872;-0.0452243;0.131541;-6.13487;0.000822693;4.84188e-05;0.000610393;0.000833214;0.000599872;0.000116671;-1.34781;-0.741946;0.000496329;0.000155561;-1.38899;-0.71995;20.7787;65.7787;-0.00149624;0.000822679;0.000268147;-0.000171357;0.000610359;0.00232673;0.00132484;0;0.0145174;0.0157932
14000;15;25.7469;-0.00647853;-0.00025156;-2.11176;25.6528;-0.614906;-0.00328225;-0.00742869;-0.0280339;-0.0106236;-0.142339;-0.0122058;0.143256;-5.48514;0.000118735;-7.26146e-06;-0.000769162;0.000118794;-0.000769222;0.000444008;0.154369;6.47799;0.000556654;0.00059201;0.154434;6.47525;70.6086;115.609;-0.000772893;0.000118701;0.000245197;-0.000259945;-0.000769192;0.000946475;-0.000560236;0;0.0170164;-0.0117507;-0.138289;-0.041236;0.144784;-6.13088;0.0011027;0.000215139;0.000226748;0.00115269;0.000176762;0.000487964;-4.86312;-0.205629;0.000716842;0.000650619;-6.52115;-0.153347;36.5107;81.5107;-0.00181184;0.0011026;0.000924935;-0.000495279;0.000226344;0.00137383;0.00151717;0;0.0149695;0.0179906
15000;16;25.7474;-0.0059613;-0.000231476;-2.10896;25.6535;-0.61561;-0.000481193;-0.00669603;-0.0287382;-0.0064796;-0.147569;-0.0131831;0.148298;-5.48612;0.00039334;7.67661e-05;-0.000732509;0.00039855;-0.00073772;0.000568135;0.536976;1.86228;0.000665696;0.000757513;0.540247;1.85101;83.6074;128.607;0.00104953;0.000393343;0.000140295;1.31659e-05;-0.000732516;-0.00349141;0.00101076;0;0.0166628;-0.00492423;-0.144108;-0.044528;0.150911;-6.13417;0.0014071;5.46935e-05;0.00061429;0.00141086;0.000610535;0.000400162;-2.29062;-0.436564;0.000817012;0.000533549;-2.31086;-0.43274;15.3619;60.3619;-0.000485914;0.00140704;0.000481265;-0.000372216;0.000614176;0.00303552;0.000347611;0;0.0148867;0.0185112
16000;17;25.7487;-0.0046497;-0.000180547;-2.10825;25.655;-0.613417;0.000230717;-0.00526859;-0.0265454;-0.00366405;-0.146745;-0.0201536;0.148168;-5.49309;0.000274746;-7.47797e-05;-0.000325877;0.000283916;-0.000335048;0.000309482;0.843096;1.1861;0.000357765;0.000412643;0.847391;1.18009;43.1466;88.1466;0.000563675;0.000274726;6.61366e-05;-0.000215781;-0.000325877;-0.00111209;0.00203583;0;0.0164909;-0.001173;-0.14453;-0.0498793;0.1529;-6.13952;0.00158045;-3.16579e-05;0.000499212;0.00158138;0.000498286;0.000541546;-3.16589;-0.315867;0.000933587;0.000722061;-3.17364;-0.315096;8.75784;53.7578;-0.000863888;0.00158036;0.000364957;-0.000428702;0.000499146;0.00342596;-0.000609044;0;0.0135173;0.0187131
17000;18;25.7488;-0.00463982;-0.000180164;-2.10853;25.6549;-0.615159;-5.47691e-05;-0.00532386;-0.0282876;-0.00536318;-0.147816;-0.0208848;0.14938;-5.49382;-0.00015154;-0.000315904;-0.000780284;-2.02387e-05;-0.000911586;0.000445673;-0.194212;-5.14902;0.000601091;0.000594231;-0.0222017;-45.0417;72.1644;117.164;-0.000211234;-0.000151519;-0.000393543;-0.000238216;-0.000780312;0.000763323;0.00146528;0;0.0168287;-0.00302006;-0.145394;-0.0509316;0.154086;-6.14058;0.0015076;2.47148e-05;0.000593282;0.00150827;0.000592614;0.000457827;-2.54112;-0.393527;0.000877432;0.000610436;-2.54511;-0.39291;10.3135;55.3135;-0.00086413;0.00150755;0.000356786;-0.00030766;0.000593219;0.0033003;0.000215248;0;0.0132128;0.0184695
18000;19;25.7462;-0.00723574;-0.000280962;-2.11033;25.6522;-0.614898;-0.00185559;-0.00807108;-0.0280259;-0.0131655;-0.133382;-0.0154048;0.134912;-5.48834;-0.000196651;-0.0011574;-0.000605824;0.000774109;-0.00157658;0.00117535;-0.324601;-3.08071;0.00138328;0.00156713;0.491004;2.03664;43.6824;88.6824;-0.000628781;-0.000196759;-0.00106734;-0.00124751;-0.000605724;0.00275365;0.000672271;0;0.0221883;-0.0133332;-0.130436;-0.039128;0.136829;-6.12877;0.000666071;0.000196967;0.000518388;0.000802582;0.000381876;0.000210353;-1.28489;-0.778277;0.000463552;0.000280471;-2.10168;-0.475809;57.2376;102.238;-0.00214155;0.000666012;0.000790215;-0.00039637;0.000518095;0.00267383;-0.000873812;0;0.0205227;0.0171222
19000;20;25.7477;-0.00574803;-0.000223195;-2.10949;25.6539;-0.609077;-0.00101042;-0.00636954;-0.0222049;-0.0128175;-0.132849;-0.0105259;0.13388;-5.48346;0.00040437;-0.000451314;0.000456314;0.000882402;-2.17191e-05;0.000452061;-0.886166;-1.12846;0.00059564;0.000602748;40.628;0.0246136;149.093;14.0929;0.000418799;0.000404216;-0.000187671;-0.000714944;0.000456398;-0.00269804;-0.00128044;0;0.0176502;-0.012944;-0.130042;-0.0325399;0.134675;-6.12218;0.000799484;7.27873e-05;0.00039904;0.000812304;0.00038622;0.000213042;-2.00352;-0.499121;0.000469172;0.000284056;-2.10322;-0.475462;33.7752;78.7752;-0.00146843;0.000799317;0.00072893;-0.000583618;0.000398777;-6.76727e-05;0.00198201;0;0.0135696;0.0171135
20000;21;25.7475;-0.00585217;-0.000227239;-2.10966;25.6537;-0.611996;-0.00118181;-0.00655763;-0.0251238;-0.0121272;-0.132755;-0.00853223;0.13358;-5.48147;0.000409984;-0.000272284;-0.000693058;0.000473535;-0.000756609;0.000615072;0.591558;1.69045;0.000716465;0.000820096;0.625865;1.59779;46.6307;91.6307;0.00113435;0.000409884;-2.27211e-05;-0.000522123;-0.000693021;-0.00296904;-0.000756825;0;0.0179799;-0.0129407;-0.130874;-0.0282919;0.134521;-6.11794;0.000855214;0.000233923;0.000482656;0.000967966;0.000369904;0.000299031;-1.77189;-0.564368;0.000564007;0.000398708;-2.61681;-0.382145;40.116;85.116;-0.00118471;0.000855233;0.000601329;-0.00013362;0.000482502;0.000671767;0.00063564;0;0.0207695;0.0171302
21000;22;25.7472;-0.00618847;-0.000240297;-2.11003;25.6534;-0.609299;-0.00154679;-0.00686097;-0.0224269;-0.0121921;-0.131263;-0.00799893;0.132071;-5.48093;0.000160319;-0.00062707;0.000189319;0.000802056;-0.000452418;0.000627237;-0.84682;-1.18089;0.000733588;0.000836316;1.77282;0.564073;167.153;32.1525;-0.000516366;0.000160002;-0.000240914;-0.00101321;0.000189486;0.00166487;-0.00129094;0;0.0168687;-0.0123676;-0.12918;-0.0277737;0.132709;-6.11742;0.000657499;0.000165999;0.000729036;0.000863076;0.000523458;0.000169809;-0.901874;-1.1088;0.000502051;0.000226412;-1.6488;-0.606503;75.2448;120.245;-0.00124363;0.000657324;0.000945828;-0.000613774;0.000728603;0.000574753;-0.00112935;0;0.0149195;0.0170734
22000;23;25.7487;-0.00470239;-0.000182593;-2.10908;25.655;-0.606669;-0.000599289;-0.00522923;-0.0197969;-0.0118795;-0.130856;-0.00877935;0.131687;-5.48171;0.00013934;-0.000706648;-0.000166562;0.000709401;-0.000736622;0.000723011;0.83657;1.19536;0.000834911;0.000964015;0.963046;1.03837;7.50073;52.5007;-0.000724851;0.000139105;-0.000428046;-0.000985336;-0.000166403;0.00018454;-0.00014783;0;0.0173461;-0.0120226;-0.129889;-0.0243747;0.132702;-6.11402;0.000745983;9.34013e-05;0.000697565;0.000818262;0.000625287;9.64877e-05;-1.06941;-0.935095;0.000493913;0.00012865;-1.30862;-0.764164;63.9831;108.983;-0.00129277;0.000745628;0.00103517;-0.000848413;0.000697034;0.0011233;0.000198187;0;0.0143284;0.0170978
23000;24;25.7477;-0.00567084;-0.000220198;-2.11053;25.6539;-0.608903;-0.00204867;-0.00637335;-0.0220315;-0.010664;-0.130655;-0.00807719;0.131338;-5.48101;0.000110208;-0.000456078;-0.000143478;0.000456753;-0.000490022;0.000473388;0.768119;1.30188;0.000546733;0.000631183;0.932106;1.07284;10.5862;55.5862;4.09236e-05;0.000110117;-0.000287506;-0.000624692;-0.000143415;-0.00106652;-0.000480997;0;0.0243716;-0.0112401;-0.129276;-0.0232671;0.131833;-6.11291;0.00103561;0.00027018;0.000581598;0.00116149;0.000455718;0.000352886;-1.78063;-0.5616;0.000675747;0.000470515;-2.54871;-0.392356;42.0456;87.0456;-0.000917314;0.00103561;0.000818649;-0.000278538;0.0005813;0.00166696;0.000754385;0;0.0161352;0.017113
24000;25;25.7474;-0.00604624;-0.000234774;-2.10778;25.6536;-0.614701;0.000700088;-0.00666239;-0.0278292;-0.0109965;-0.130158;-0.0058556;0.130753;-5.47879;6.37908e-05;-0.000498299;-0.000418724;0.000376164;-0.000731098;0.000553631;0.152346;6.56402;0.000650134;0.000738175;0.51452;1.94356;30.9155;75.9155;0.000548754;6.36393e-05;-0.00025415;-0.000742567;-0.000418632;-0.00114013;0.000941063;0;0.018315;-0.0104729;-0.127781;-0.0258791;0.130795;-6.11552;0.00105529;0.000110052;0.000531968;0.00107749;0.000509766;0.000283861;-1.98374;-0.504098;0.000622388;0.000378481;-2.11369;-0.473106;26.3039;71.3039;-0.000518915;0.00105523;0.000564805;-0.000344939;0.000531815;-0.00228892;0.00205261;0;0.0156562;0.0171248
25000;26;25.7476;-0.00583367;-0.00022652;-2.10912;25.6537;-0.613687;-0.000637341;-0.00653469;-0.026815;-0.0102114;-0.127597;-0.00788443;0.128248;-5.48082;0.000329232;-0.000727324;-0.000285143;0.000811579;-0.00076749;0.000789535;1.15462;0.866086;0.000911795;0.00105271;1.05745;0.945675;9.59104;54.591;-0.00148337;0.000328927;-0.000387005;-0.00106785;-0.000284954;0.00307894;-0.0025043;0;0.0190457;-0.0104305;-0.125963;-0.0252332;0.128888;-6.11488;0.00102808;0.000244582;0.000630995;0.00114456;0.000514515;0.000315024;-1.6293;-0.613759;0.000661935;0.000420032;-2.22455;-0.44953;36.9279;81.9279;7.72021e-06;0.00102811;0.000595656;-0.000106631;0.000630848;-0.00156221;0.000721306;0;0.0178807;0.017107
26000;27;25.7499;-0.0034983;-0.000135838;-2.11007;25.6562;-0.603432;-0.00159009;-0.00402586;-0.0165597;-0.00990736;-0.12537;-0.0124769;0.126378;-5.48541;0.000234761;-0.000719542;-0.000473249;0.000682666;-0.000921155;0.00080191;0.496062;2.01588;0.000929373;0.00106921;0.741098;1.34935;35.6918;80.6918;-9.65186e-05;0.000234669;-0.000601137;-0.000838031;-0.000473171;6.07801e-05;-0.000509062;0;0.0192419;-0.0101658;-0.124548;-0.0282285;0.12811;-6.11787;0.000904964;-3.04382e-05;0.000331254;0.000906575;0.000329643;0.000288466;-2.73194;-0.366041;0.000529862;0.000384621;-2.75017;-0.363614;19.0484;64.0484;-0.00042503;0.000904766;0.000570049;-0.00063127;0.000331092;-0.0014191;0.00376512;0;0.0147584;0.0170813
27000;28;25.7493;-0.00413145;-0.000160424;-2.1092;25.6556;-0.605928;-0.000722613;-0.00464883;-0.0190558;-0.0096133;-0.126412;-0.00476465;0.126867;-5.4777;-6.01622e-05;-0.000356952;-0.000424319;0.000158468;-0.000642949;0.000400709;-0.141785;-7.05291;0.000490071;0.000534278;0.246471;4.05728;40.945;85.945;-0.00018841;-6.02376e-05;-0.00018656;-0.000527407;-0.000424272;0.000899235;-0.00205308;0;0.0206086;-0.00951662;-0.125602;-0.0200617;0.127549;-6.10971;0.000715819;0.000138791;0.000464668;0.000777412;0.000403074;0.000187169;-1.5405;-0.649142;0.000448942;0.000249559;-1.92871;-0.518482;47.2021;92.2021;-5.23704e-05;0.000715711;0.000762193;-0.000484767;0.000464387;-0.000249839;-0.00123912;0;0.0145553;0.0170688
