0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.56375E-06,0.157975256
6.63112E-06,0.66987884
1.14427E-05,1.155525684
1.63936E-05,1.655407786
2.13494E-05,2.155788422
2.63027E-05,2.655828476
3.12431E-05,3.154145956
3.61974E-05,3.650854349
4.16936E-05,4.194421291
4.77069E-05,4.775781631
5.4259E-05,5.384832382
6.31859E-05,6.193937302
7.67949E-05,7.325964928
9.29499E-05,8.23555851
0.000146469,10.59847641
0.000378548,26.64214325
0.000724509,50.92193222
0.001086579,76.34830475
0.001460172,102.5851364
0.001837413,129.0800629
0.002216675,155.717804
0.002591133,182.0185852
0.002961547,208.0354767
0.003329061,233.8522491
0.003705489,258.5146484
0.004544759,270.3380432
0.005579932,276.5874329
0.006657485,280.773468
0.007747491,283.8480225
0.008855683,286.3940125
0.009979745,288.5933838
0.011107977,290.4950256
0.012228472,292.1645203
0.013343994,293.7084961
0.014453571,295.1673889
0.015561596,296.555481
0.016669175,297.8821716
0.017773252,299.144043
0.018868575,300.3419495
0.019960403,301.4984436
0.021046467,302.5999146
0.022131793,303.6710815
0.023207845,304.6836548
0.024276022,305.6607971
0.02533227,306.5928955
0.026382253,307.4776917
0.02741567,308.3215637
0.028436264,309.1117249
0.029451495,309.8691406
0.030452697,310.5714111
0.031435046,311.2241516
0.032412454,311.8591003
0.033381078,312.4515686
0.034344502,313.026062
0.035304639,313.5740662
0.036253333,314.1290283
0.0372109,314.6605225
0.038161222,315.1879883
0.039108779,315.7020874
0.040060397,316.2060852
0.040997885,316.7067566
0.041927483,317.1930847
0.042300224,317.3846741
