Time;Image index (Image index);Distance L(t) (Extensometer 1);Change in distance (Extensometer 1);Strain - RC (Extensometer 1);Distance x L(t) (Extensometer 1);Distance y L(t) (Extensometer 1);Distance z L(t) (Extensometer 1);Change in distance x (Extensometer 1);Change in distance y (Extensometer 1);Change in distance z (Extensometer 1);X-displacement (Strain Gauge 1);Y-displacement (Strain Gauge 1);Z-displacement (Strain Gauge 1);Displacement (Strain Gauge 1);Height (Strain Gauge 1);Exx - RC (Strain Gauge 1);Exy - RC (Strain Gauge 1);Eyy - RC (Strain Gauge 1);Max. principal strain - RC (Strain Gauge 1);Min. principal strain - RC (Strain Gauge 1);Max. shear strain - RC (Strain Gauge 1);Poisson ratio -Exx/Eyy (Strain Gauge 1);Poisson ratio -Eyy/Exx (Strain Gauge 1);Von Mises - RC (Strain Gauge 1);Tresca - RC (Strain Gauge 1);Poisson ratio -strain max/min (Strain Gauge 1);Poisson ratio -strain min/max (Strain Gauge 1);Max. strain angle (Strain Gauge 1);Max. shear angle (Strain Gauge 1);Vorticity-z (Strain Gauge 1);du/dx (Strain Gauge 1);du/dy (Strain Gauge 1);dv/dx (Strain Gauge 1);dv/dy (Strain Gauge 1);dw/dx (Strain Gauge 1);dw/dy (Strain Gauge 1);Ezz plane stress state (Strain Gauge 1);Stereo reconstruction error (Strain Gauge 1);X-displacement (Strain Gauge 2);Y-displacement (Strain Gauge 2);Z-displacement (Strain Gauge 2);Displacement (Strain Gauge 2);Height (Strain Gauge 2);Exx - RC (Strain Gauge 2);Exy - RC (Strain Gauge 2);Eyy - RC (Strain Gauge 2);Max. principal strain - RC (Strain Gauge 2);Min. principal strain - RC (Strain Gauge 2);Max. shear strain - RC (Strain Gauge 2);Poisson ratio -Exx/Eyy (Strain Gauge 2);Poisson ratio -Eyy/Exx (Strain Gauge 2);Von Mises - RC (Strain Gauge 2);Tresca - RC (Strain Gauge 2);Poisson ratio -strain max/min (Strain Gauge 2);Poisson ratio -strain min/max (Strain Gauge 2);Max. strain angle (Strain Gauge 2);Max. shear angle (Strain Gauge 2);Vorticity-z (Strain Gauge 2);du/dx (Strain Gauge 2);du/dy (Strain Gauge 2);dv/dx (Strain Gauge 2);dv/dy (Strain Gauge 2);dw/dx (Strain Gauge 2);dw/dy (Strain Gauge 2);Ezz plane stress state (Strain Gauge 2);Stereo reconstruction error (Strain Gauge 2);Voltage ADC 1 channel 1
ms;;mm;mm;S;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;S;S;S;S;S;S;;;S;S;;;°;°;S;S;S;S;S;S;S;S;pixel;mm;mm;mm;mm;mm;S;S;S;S;S;S;;;S;S;;;°;°;S;S;S;S;S;S;S;S;pixel;V
187000;188;25.8014;-0.00414148;-0.000160488;-2.43815;25.6857;0.112965;-0.0441445;-0.00563507;-0.274708;-0.267399;-0.598635;0.0909511;0.66192;-5.84556;-3.92395e-05;-7.29092e-05;0.0019946;0.00199721;-4.18498e-05;0.00101953;0.0196728;50.8315;0.00134564;0.00135937;47.7233;0.0209541;122.212;167.212;-0.0078562;-4.08408e-05;0.00164873;-0.00179106;0.00199325;0.0148334;0.0122743;0;0.0217698;-0.313604;-0.595361;-0.177759;0.695989;-5.80544;0.000561676;2.26e-05;9.25441e-05;0.000562763;9.14579e-05;0.000235652;-6.06928;-0.164764;0.00034871;0.000314203;-6.15324;-0.162516;36.94;81.94;-0.000329239;0.000561354;0.000848736;-0.000803924;9.21842e-05;0.00308421;0.00745234;0;0.0319663;0.0202556
188000;189;25.8012;-0.00430349;-0.000166766;-2.43822;25.6855;0.112137;-0.0442163;-0.00580099;-0.275536;-0.268405;-0.601728;0.0908195;0.665106;-5.84569;-5.23241e-06;-0.000236462;0.00205697;0.00208373;-3.19989e-05;0.00105787;;;0.00139994;0.00141049;65.1188;0.0153565;126.341;171.341;-0.00850275;-7.203e-06;0.00152998;-0.00199927;0.00205583;0.0154819;0.00953741;0;0.0235491;-0.314885;-0.59855;-0.179576;0.699759;-5.80725;0.000418423;-8.5248e-05;9.42588e-05;0.000439474;7.32076e-05;0.000183133;-4.43908;-0.225272;0.000271886;0.000244178;-6.00312;-0.16658;21.619;66.619;-0.000350467;0.000418082;0.000659265;-0.000830002;9.40452e-05;0.000496742;0.00975978;0;0.0311707;0.0203182
189000;190;25.8027;-0.00287206;-0.000111296;-2.43822;25.6869;0.111924;-0.0442205;-0.00436259;-0.275749;-0.269566;-0.603483;0.0897413;0.667016;-5.84677;-8.39621e-05;-8.88468e-05;0.00228543;0.00228876;-8.7289e-05;0.00118802;0.036738;27.2198;0.00155575;0.00158403;26.2205;0.0381381;119.913;164.913;-0.00718573;-8.53937e-05;0.00152047;-0.00169436;0.00228428;0.0128055;0.0110177;0;0.0241499;-0.316363;-0.600629;-0.181399;0.702671;-5.80908;0.000421185;-3.4275e-05;4.06075e-05;0.000424247;3.75453e-05;0.000193351;-10.3721;-0.0964125;0.000271184;0.000257801;-11.2996;-0.0884987;32.8005;77.8005;-0.000474044;0.000420735;0.000880692;-0.000949591;4.02203e-05;-0.000382248;0.00728113;0;0.033136;0.0203311
190000;191;25.8022;-0.00332691;-0.000128922;-2.43883;25.6865;0.108216;-0.0448282;-0.00486129;-0.279456;-0.271077;-0.605613;0.0882109;0.669351;-5.8483;0.000270436;-0.000100481;0.00171601;0.00172296;0.000263485;0.000729737;-0.157596;-6.34534;0.00107166;0.000972983;-6.53911;-0.152926;123.698;168.698;-0.00783531;0.000268843;0.00158968;-0.0017882;0.00171475;0.0134404;0.0107797;0;0.0258791;-0.318443;-0.60254;-0.184856;0.706138;-5.81253;0.000677341;-3.48058e-05;0.000284851;0.000680404;0.000281788;0.000199308;-2.37788;-0.420543;0.000394757;0.000265744;-2.41459;-0.414149;24.5181;69.5181;-0.000494315;0.00067699;0.000769613;-0.00083954;0.000284555;0.000917894;0.0070584;0;0.0329178;0.0201835
191000;192;25.8014;-0.00409922;-0.00015885;-2.43875;25.6857;0.105406;-0.0447495;-0.00561792;-0.282267;-0.272509;-0.6093;0.0903768;0.673555;-5.84614;0.00020192;-7.24782e-05;0.00206295;0.00206577;0.000199102;0.000933333;-0.0978795;-10.2166;0.00131584;0.00124444;-10.3754;-0.0963816;120.143;165.143;-0.00681874;0.000200404;0.00160134;-0.00174319;0.00206167;0.0122246;0.0117224;0;0.0262885;-0.320372;-0.605855;-0.184394;0.709718;-5.81207;0.000659383;-4.62393e-05;0.000213307;0.000664126;0.000208564;0.000227781;-3.09124;-0.323494;0.000392173;0.000303708;-3.18428;-0.314043;26.2412;71.2412;-0.00113708;0.000658933;0.000857211;-0.000950093;0.000212941;0.00107451;0.0100655;0;0.0345087;0.0203139
192000;193;25.8014;-0.00409337;-0.000158624;-2.43899;25.6857;0.106194;-0.0449896;-0.00563808;-0.281479;-0.274258;-0.611278;0.0874454;0.675667;-5.84907;0.000136224;-0.000522302;0.00198366;0.0021211;-1.21485e-06;0.00106116;-0.068673;-14.5618;0.00141447;0.00141488;;;134.048;179.048;-0.00751439;0.000133802;0.00122082;-0.00226221;0.00198306;0.0129134;0.0140463;0;0.0313752;-0.32238;-0.607842;-0.18844;0.71338;-5.81612;0.000660695;-9.35121e-05;0.000382613;0.000689216;0.000354093;0.000167562;-1.7268;-0.579107;0.000397969;0.000223415;-1.94643;-0.513762;13.2164;58.2164;-0.00133442;0.000660188;0.000824204;-0.00101148;0.000382278;0.00258356;0.0100578;0;0.034559;0.0202744
193000;194;25.8002;-0.00527631;-0.000204464;-2.43864;25.6845;0.102869;-0.044642;-0.00677982;-0.284804;-0.275526;-0.614335;0.0883484;0.679064;-5.84816;0.000201556;-7.09523e-05;0.00207877;0.00208145;0.000198878;0.000941284;-0.0969592;-10.3136;0.00132632;0.00125505;-10.466;-0.0955479;118.505;163.505;-0.00739681;0.000200328;0.00142963;-0.00156872;0.00207775;0.0130799;0.0116318;0;0.033357;-0.324314;-0.61034;-0.189155;0.716571;-5.81683;0.000865908;-0.000106203;0.000167263;0.000881696;0.000151475;0.00036511;-5.17693;-0.193165;0.000544376;0.000486814;-5.82072;-0.1718;20.5144;65.5144;-0.00151226;0.000865479;0.000719247;-0.00093223;0.00016701;0.0019264;0.0110124;0;0.0353897;0.0203559
194000;195;25.8007;-0.00482038;-0.000186796;-2.43835;25.685;0.109048;-0.0443497;-0.00631957;-0.278625;-0.278073;-0.617242;0.0879616;0.682678;-5.84855;0.000230341;-0.000335293;0.00178514;0.00185437;0.000161117;0.000846625;-0.129032;-7.75001;0.00118619;0.00112883;-11.5095;-0.0868851;130.219;175.219;-0.00745;0.0002286;0.00122759;-0.00189575;0.00178445;0.0132798;0.0118572;0;0.0335826;-0.327356;-0.61315;-0.190139;0.720602;-5.81782;0.000942356;-0.000141408;7.72283e-05;0.000964883;5.47013e-05;0.000455091;-12.2022;-0.0819523;0.000625819;0.000606788;-17.6391;-0.0566921;20.8177;65.8177;-0.00247397;0.00094185;0.00073306;-0.00101663;7.69696e-05;0.00488442;0.00905047;0;0.0315173;0.0201998
195000;196;25.8023;-0.00318775;-0.00012353;-2.43901;25.6866;0.11303;-0.0450051;-0.00475903;-0.274643;-0.281193;-0.621669;0.0876687;0.687915;-5.84884;7.32722e-05;-6.21535e-06;0.00103474;0.00103478;7.3232e-05;0.000480772;-0.0708125;-14.1218;0.000666782;0.000641029;-14.1301;-0.0707709;126.975;171.975;-0.0082379;7.15649e-05;0.00183726;-0.00184792;0.00103305;0.0134018;0.0133486;0;0.0293198;-0.330991;-0.617112;-0.191175;0.7259;-5.81885;0.000828008;-0.000139333;-5.25554e-05;0.000849529;-7.40764e-05;0.000461803;15.755;0.063472;0.00059259;0.000615737;11.4683;0.087197;25.7558;70.7558;-0.00270288;0.000827351;0.000875844;-0.0011554;-5.29292e-05;0.00511008;0.00890541;0;0.0307693;0.020261
196000;197;25.8019;-0.00360528;-0.00013971;-2.43936;25.6861;0.111883;-0.0453604;-0.00520716;-0.27579;-0.282844;-0.62462;0.0869156;0.691162;-5.8496;4.61841e-05;-0.000109677;0.00131361;0.00132303;3.67632e-05;0.000643132;-0.0351583;-28.4428;0.000870023;0.000857509;-35.9878;-0.0277872;129.548;174.548;-0.00886502;4.43638e-05;0.00169416;-0.00191123;0.00131218;0.0154461;0.0134866;0;0.026734;-0.333497;-0.620266;-0.191918;0.72992;-5.8196;0.00087911;-5.1364e-05;-0.000203021;0.000881543;-0.000205453;0.000543498;4.33015;0.230939;0.000666815;0.000724664;4.29072;0.233061;33.9392;78.9392;-0.00325617;0.000878414;0.00107739;-0.00118134;-0.0002036;0.00594291;0.0102888;0;0.025159;0.0203781
197000;198;25.8023;-0.00320878;-0.000124345;-2.44074;25.6864;0.11183;-0.0467397;-0.00493966;-0.275843;-0.285604;-0.627481;0.0845678;0.694589;-5.85194;0.000234901;-0.000323394;0.000271291;0.000577002;-7.08094e-05;0.000323906;-0.865863;-1.15492;0.000410313;0.000431874;8.14866;0.12272;174.578;39.5775;-0.00944295;0.000232472;0.0015813;-0.00222802;0.000270094;0.0168943;0.0158041;0;0.0247428;-0.33746;-0.623354;-0.194489;0.735034;-5.82217;0.000744056;-8.62739e-05;-0.000182711;0.000752019;-0.000190674;0.000471347;4.07231;0.245561;0.000575531;0.000628462;3.944;0.25355;33.6485;78.6485;-0.00373884;0.000743089;0.00122043;-0.00139419;-0.000183452;0.00805008;0.0118831;0;0.0249069;0.0203415
198000;199;25.8026;-0.00289413;-0.000112152;-2.44131;25.6866;0.112428;-0.0473075;-0.00468016;-0.275245;-0.288439;-0.628508;0.0809562;0.696256;-5.85556;0.000305422;-0.000404919;-0.000395471;0.000490486;-0.000580536;0.000535511;0.772298;1.29484;0.000619083;0.000714015;0.844886;1.18359;20.9443;65.9443;-0.0101958;0.000301612;0.00197891;-0.00279042;-0.000397348;0.0154955;0.0178532;0;0.0239226;-0.340925;-0.624082;-0.197785;0.738124;-5.82546;0.000771778;-0.00013932;-0.000244052;0.000790539;-0.000262813;0.000526676;3.16235;0.31622;0.000633083;0.000702235;3.00799;0.332448;31.647;76.647;-0.00386468;0.000770727;0.00117717;-0.00145714;-0.000244735;0.00719211;0.0148019;0;0.0249748;0.0202732
199000;200;25.8046;-0.000874839;-3.39012e-05;-2.44362;25.6885;0.109196;-0.0496125;-0.00285697;-0.278477;-0.291861;-0.634132;0.0844395;0.703161;-5.85207;0.000274039;2.2572e-05;-0.00100927;0.000274436;-0.00100967;0.000642052;0.271522;3.68294;0.000780835;0.000856069;0.271808;3.67906;50.8227;95.8227;-0.0103545;0.00027177;0.00217316;-0.00213078;-0.00101163;0.0164318;0.0178092;0;0.0239435;-0.345338;-0.631174;-0.196235;0.745753;-5.82391;0.000463149;1.57517e-05;-0.00023708;0.000463503;-0.000237434;0.000350469;1.95356;0.511887;0.000411642;0.000467291;1.95213;0.51226;43.843;88.843;-0.00112576;0.000462283;0.00134698;-0.00131641;-0.000237987;0.00340302;0.0125552;0;0.0377276;0.0205728
200000;201;25.8054;-0.0001237;-4.79356e-06;-2.44579;25.689;0.110302;-0.0517862;-0.00231402;-0.277371;-0.294013;-0.636847;0.0840855;0.706462;-5.85243;0.000336835;-0.000255598;-0.00135826;0.000374537;-0.00139596;0.000885249;0.24799;4.03242;0.00107741;0.00118033;0.2683;3.72717;42.6028;87.6028;-0.0109593;0.000333362;0.00213295;-0.0026482;-0.0013605;0.0169582;0.0171231;0;0.0274809;-0.348655;-0.634801;-0.195066;0.750056;-5.82274;0.00042569;1.87721e-05;-0.000178305;0.000426273;-0.000178888;0.000302581;2.38743;0.418861;0.000358989;0.000403441;2.3829;0.419656;44.1341;89.1341;-0.000913189;0.000424809;0.00136452;-0.00132779;-0.000179236;0.00238441;0.0138358;0;0.0349733;0.0203631
201000;202;25.8072;0.00165976;6.43179e-05;-2.44601;25.6908;0.109354;-0.0520029;-0.000539066;-0.278318;-0.296371;-0.639137;0.0821126;0.709278;-5.8544;8.80262e-05;-0.000295114;-0.00155874;0.000139315;-0.00161003;0.000874674;0.0564726;17.7077;0.00112268;0.00116623;0.0865296;11.5567;43.47;88.47;-0.0108336;8.43084e-05;0.00214861;-0.00274287;-0.00156101;0.0175197;0.0179278;0;0.0273726;-0.351792;-0.637704;-0.197317;0.754558;-5.82499;0.00021026;7.39608e-05;-0.000184564;0.00022366;-0.000197964;0.000210812;1.13922;0.87779;0.000243575;0.000281083;1.1298;0.885112;55.0348;100.035;-0.000512853;0.000208844;0.00183192;-0.0016847;-0.00018624;0.00197121;0.012001;0;0.0336822;0.0205075
202000;203;25.8087;0.00321414;0.000124552;-2.44793;25.6921;0.11537;-0.0539232;0.000813159;-0.272303;-0.298995;-0.641972;0.0816729;0.712879;-5.85484;0.000212302;-0.000130285;-0.00147816;0.000222284;-0.00148814;0.000855211;0.143626;6.96251;0.00107388;0.00114028;0.149371;6.69475;47.9422;92.9422;-0.0106585;0.000209082;0.0022767;-0.00254134;-0.00148074;0.0145176;0.0183274;0;0.0252432;-0.355538;-0.640805;-0.198225;0.759165;-5.8259;0.000427481;0.000117944;-5.76474e-05;0.000454635;-8.4802e-05;0.000269719;7.41545;0.134854;0.000334955;0.000359625;5.36114;0.186527;55.0905;100.09;-0.000765824;0.000425981;0.00197134;-0.00173635;-5.95836e-05;0.0026249;0.00889643;0;0.0347274;0.0205888
203000;204;25.8099;0.00434467;0.000168362;-2.44911;25.6932;0.113876;-0.0551055;0.00184282;-0.273797;-0.301295;-0.644452;0.0793667;0.715818;-5.85715;0.000206067;-0.000881172;-0.000686777;0.000747449;-0.00122816;0.000987804;0.300049;3.33279;0.00115182;0.00131707;0.608593;1.64313;15.923;60.923;-0.0111018;0.000199981;0.00183393;-0.00359869;-0.000688071;0.0167379;0.0178446;0;0.0247261;-0.358785;-0.643605;-0.202214;0.764097;-5.82989;0.000358495;6.89992e-05;-1.58321e-05;0.000370808;-2.81456e-05;0.000199477;22.6435;0.0441627;0.000257101;0.000265969;13.1746;0.0759034;52.6787;97.6787;-0.000886672;0.000356571;0.0021001;-0.00196286;-1.8035e-05;0.00267965;0.00949488;0;0.030701;0.0204702
204000;205;25.8111;0.00557737;0.000216131;-2.44942;25.6944;0.116216;-0.0554132;0.00304131;-0.271457;-0.304223;-0.647257;0.0789821;0.719535;-5.85753;0.000210351;-0.000161683;-0.000426399;0.000249053;-0.000465101;0.000357077;0.49332;2.02708;0.000418559;0.000476102;0.535482;1.86748;32.6105;77.6105;-0.0113583;0.000206031;0.00261908;-0.00294422;-0.000429817;0.0140664;0.0150192;0;0.0220224;-0.361661;-0.646341;-0.206169;0.768805;-5.83385;0.000152177;5.89961e-06;-5.33656e-05;0.000152347;-5.35348e-05;0.000102941;2.8516;0.35068;0.000123345;0.000137254;2.84575;0.351401;45.8777;90.8777;-0.00115928;0.000150348;0.00192437;-0.00191297;-5.52172e-05;0.00377958;0.00873527;0;0.0317999;0.0205506
205000;206;25.8101;0.0045299;0.00017554;-2.44947;25.6933;0.10783;-0.0554696;0.00202026;-0.279842;-0.306422;-0.651312;0.0776215;0.723966;-5.85889;6.5921e-06;-0.000655069;0.000655871;0.00106233;-0.000399867;0.000731099;;;0.000872603;0.000974798;2.65671;0.376406;163.435;28.4354;-0.0115696;7.50965e-07;0.00217185;-0.00348015;0.000653728;0.0167682;0.0139618;0;0.0236005;-0.363605;-0.651071;-0.209544;0.774604;-5.83722;0.000112318;-4.19681e-05;0.000144148;0.000173118;8.33488e-05;4.48844e-05;-0.779186;-1.28339;9.99724e-05;5.98459e-05;-2.07703;-0.481458;167.639;32.6385;-0.00120835;0.000110472;0.00183843;-0.00192231;0.000142459;0.000421808;0.00916632;0;0.0284325;0.0208258
206000;207;25.8088;0.00330411;0.000128039;-2.44889;25.6922;0.101266;-0.0548904;0.00087083;-0.286407;-0.30761;-0.656802;0.0775501;0.729402;-5.85896;8.11264e-05;-0.000739631;0.000356776;0.000971314;-0.000533412;0.000752363;-0.227388;-4.39778;0.000880931;0.00100315;1.82095;0.549165;172.414;37.4137;-0.0105498;7.52816e-05;0.00201974;-0.00349823;0.00035501;0.0146821;0.0136613;0;0.0257769;-0.363893;-0.65629;-0.214112;0.780371;-5.84179;5.48921e-05;9.40388e-05;4.01045e-05;0.000141827;-4.68307e-05;9.4329e-05;-1.36872;-0.730607;0.000113431;0.000125772;3.02851;0.330195;86.8648;131.865;-0.00115941;5.38031e-05;0.00166686;-0.00147881;3.87198e-05;0.00346699;0.00821455;0;0.0270282;0.0207917
207000;208;25.8095;0.00401205;0.000155473;-2.44729;25.6931;0.0985634;-0.0532885;0.00174513;-0.289109;-0.309038;-0.662041;0.0754592;0.734505;-5.86105;0.000178353;-0.000511286;0.000911328;0.00117391;-8.42269e-05;0.000629068;-0.195707;-5.10968;0.000812139;0.000838757;13.9375;0.0717491;156.283;21.2834;-0.0100425;0.000173567;0.00211549;-0.00313613;0.000909223;0.0125923;0.0128989;0;0.0252941;-0.364038;-0.661566;-0.219559;0.786383;-5.84724;0.000199782;9.72617e-05;4.9184e-05;0.000247486;1.47978e-06;0.000123003;-4.06193;-0.246188;0.0001645;0.000164004;;;68.7383;113.738;-0.00182265;0.000198798;0.00160055;-0.00140626;4.79079e-05;0.00522472;0.00981793;0;0.0258321;0.0209289
208000;209;25.806;0.000481128;1.86444e-05;-2.44536;25.6897;0.0912719;-0.0513554;-0.00159078;-0.296401;-0.309715;-0.668198;0.0782194;0.740629;-5.85829;0.000152636;-0.00105847;0.000915906;0.00165944;-0.000590897;0.00112517;-0.16665;-6.0006;0.00134717;0.00150022;2.80834;0.356082;163.911;28.9107;-0.0102628;0.000147028;0.00139737;-0.00351243;0.00091549;0.0136909;0.0141904;0;0.0226668;-0.363746;-0.666702;-0.220631;0.790873;-5.84831;0.000212939;-1.54795e-05;0.000135094;0.000215904;0.000132129;4.18875e-05;-1.57622;-0.634428;0.00012569;5.58499e-05;-1.63404;-0.611981;31.0398;76.0398;-0.00295916;0.000211625;0.00158996;-0.00162105;0.000133831;0.00776841;0.0121199;0;0.0322386;0.0208879
209000;210;25.8054;-0.000123525;-4.78676e-06;-2.44598;25.6891;0.0823421;-0.0519747;-0.00222695;-0.305331;-0.311243;-0.674352;0.0749569;0.746486;-5.86156;0.000637302;-0.000733388;0.00126849;0.00175131;0.000154487;0.00079841;-0.502409;-1.99041;0.0011196;0.00106455;-11.3363;-0.0882125;157.16;22.1598;-0.00935952;0.000632911;0.00158832;-0.00305363;0.0012675;0.0134967;0.0156935;0;0.0224242;-0.36459;-0.673056;-0.227877;0.79866;-5.85555;0.000436958;-2.74789e-05;-5.84005e-06;0.000438657;-7.5388e-06;0.000223098;;;0.000294983;0.000297464;;;38.2277;83.2277;-0.00261954;0.000435067;0.00188961;-0.00194542;-7.625e-06;0.0080358;0.015085;0;0.0201094;0.0208222
210000;211;25.8053;-0.000197211;-7.6422e-06;-2.44476;25.6891;0.0821808;-0.05076;-0.00218483;-0.305492;-0.312899;-0.681366;0.0775909;0.753781;-5.85892;0.000120975;-0.000530687;0.000387833;0.000801608;-0.0002928;0.000547204;-0.311924;-3.20591;0.000654223;0.000729605;2.73773;0.365266;169.684;34.6839;-0.00983467;0.000117253;0.00171862;-0.00277939;0.000386498;0.0135687;0.0155189;0;0.0242799;-0.364933;-0.679458;-0.230024;0.804829;-5.8577;0.000321351;-8.78409e-06;-1.57513e-05;0.00032158;-1.598e-05;0.00016878;20.4016;0.0490159;0.000219907;0.00022504;20.1238;0.0496923;40.8263;85.8263;-0.0014906;0.000319988;0.00163287;-0.00165099;-1.70844e-05;0.00580404;0.0151256;0;0.0288097;0.0210195
211000;212;25.8049;-0.000628628;-2.43602e-05;-2.44232;25.6889;0.081273;-0.0483193;-0.00238315;-0.3064;-0.313688;-0.686704;0.0782381;0.759002;-5.85827;4.29575e-05;-0.000500117;0.000326982;0.000704858;-0.000334919;0.000519889;-0.131376;-7.61176;0.00061285;0.000693185;2.10457;0.475157;169.714;34.7137;-0.0119569;3.92419e-05;0.00177198;-0.00277156;0.000325538;0.0165571;0.0130135;0;0.0263075;-0.364442;-0.684171;-0.233178;0.809493;-5.86086;0.000309426;0.000126672;7.69697e-05;0.000365113;2.1283e-05;0.000171915;-4.0201;-0.24875;0.000236633;0.00022922;-17.1551;-0.0582916;65.5269;110.527;-0.00100115;0.000308143;0.00186037;-0.00160743;7.52474e-05;0.00725649;0.0144198;0;0.0401929;0.0208516
212000;213;25.8071;0.0015619;6.05258e-05;-2.44173;25.6912;0.0828443;-0.0477226;-0.000131037;-0.304828;-0.314451;-0.693035;0.0809772;0.765333;-5.85554;0.000295314;-0.000137284;-0.00081206;0.000312079;-0.000828825;0.000570452;0.36366;2.74982;0.000680851;0.000760603;0.376532;2.65582;41.2381;86.2381;-0.0102583;0.000292401;0.00214058;-0.00241767;-0.000814343;0.0150955;0.0168031;0;0.0234118;-0.364057;-0.689775;-0.235263;0.814663;-5.86294;0.000301708;9.84349e-05;-6.71767e-05;0.000326332;-9.17999e-05;0.000209066;4.49126;0.222654;0.000253751;0.000278754;3.55481;0.281309;57.0586;102.059;-0.00058845;0.000300414;0.00180857;-0.00161233;-6.88074e-05;0.006019;0.013446;0;0.0406384;0.0209332
213000;214;25.8101;0.00455544;0.00017653;-2.43987;25.6944;0.0818182;-0.0458684;0.00305543;-0.305855;-0.313274;-0.697858;0.0765;0.768764;-5.86001;0.000212948;0.000157104;-0.000817358;0.000236371;-0.000840781;0.000538576;0.260532;3.8383;0.000653714;0.000718101;0.281133;3.55704;57.4743;102.474;-0.00950459;0.000211;0.00229249;-0.00198048;-0.000819975;0.0124386;0.0173538;0;0.0366095;-0.361553;-0.696373;-0.24177;0.821041;-5.86945;0.00026106;8.68853e-05;-2.309e-05;0.000285521;-4.75514e-05;0.000166536;11.3062;0.0884473;0.000208018;0.000222048;6.00448;0.166542;58.9519;103.952;-6.12533e-05;0.000259324;0.00203883;-0.00186561;-2.51647e-05;0.00272509;0.0130115;0;0.0264457;0.0210258
214000;215;25.8069;0.00140773;5.45516e-05;-2.43658;25.6916;0.0707676;-0.0425792;0.000238531;-0.316905;-0.314128;-0.705204;0.07992;0.776129;-5.85659;0.000132465;-0.000352277;-0.0012601;0.000216508;-0.00134415;0.000780327;0.105122;9.51273;0.000976302;0.00104044;0.161075;6.2083;38.7331;83.7331;-0.0100135;0.000129264;0.00184693;-0.00255455;-0.00126175;0.0152913;0.0174585;0;0.0260235;-0.360104;-0.703041;-0.244762;0.826952;-5.87244;-1.55973e-05;0.00011435;-0.000146261;5.07679e-05;-0.000212626;0.000131697;-0.106641;-9.37727;0.000161358;0.000175596;0.238767;4.18819;76.4575;121.458;-0.0010948;-1.68687e-05;0.00182717;-0.0015987;-0.000147924;0.00290248;0.00864734;0;0.0270595;0.0211851
215000;216;25.8073;0.00177099;6.86282e-05;-2.43651;25.6919;0.061781;-0.0425077;0.000633371;-0.325892;-0.316084;-0.713561;0.0805689;0.784583;-5.85594;-0.000219256;-0.000608952;-0.000718714;0.000189184;-0.00112715;0.000658169;-0.305067;-3.27797;0.000821789;0.000877559;0.167842;5.95797;16.6239;61.6239;-0.0121563;-0.000223624;0.00179847;-0.00301757;-0.000720147;0.018161;0.0148498;0;0.0257793;-0.361663;-0.71198;-0.252385;0.837504;-5.88006;0.000153613;0.000107703;2.52348e-05;0.000214804;-3.59558e-05;0.00012538;-6.08736;-0.164275;0.00015657;0.000167173;5.97411;0.167389;72.9862;117.986;-9.55979e-05;0.000152497;0.00171351;-0.00149832;2.37726e-05;0.00418352;0.0117542;0;0.0299661;0.0214066
216000;217;25.803;-0.00256483;-9.93906e-05;-2.43627;25.6876;0.045973;-0.0422662;-0.00366585;-0.3417;-0.319354;-0.723209;0.0810247;0.794722;-5.85549;0.000364915;-0.000471233;0.00020723;0.000763855;-0.00019171;0.000477783;-1.76092;-0.567886;0.00058373;0.000637044;3.98442;0.250977;0.940199;45.9402;-0.010522;0.000361573;0.00168553;-0.00262833;0.000205921;0.015419;0.0165121;0;0.0371291;-0.365097;-0.721077;-0.255664;0.847709;-5.88334;0.000214682;-0.000181515;-4.24845e-05;0.000308543;-0.000136345;0.000222444;5.05317;0.197895;0.000263192;0.000296592;2.26295;0.441902;16.2077;61.2077;-0.00195241;0.00021287;0.00154885;-0.00191233;-4.36676e-05;0.007021;0.0155175;0;0.0158723;0.0215166
217000;218;25.8026;-0.00297114;-0.000115136;-2.43945;25.6869;0.0434216;-0.0454515;-0.00437184;-0.344251;-0.321858;-0.73118;0.0772013;0.802606;-5.85931;0.000517474;3.98209e-06;0.000513431;0.000519918;0.000510987;4.46562e-06;-1.00787;-0.992189;0.000343674;5.95416e-06;-1.01748;-0.982822;69.0238;114.024;-0.0101488;0.000515628;0.00192982;-0.00192186;0.00051157;0.0141393;0.0151226;0;0.0369256;-0.369551;-0.729354;-0.2639;0.859167;-5.89158;0.000353407;5.83666e-05;-1.50416e-05;0.000362432;-2.40665e-05;0.000193249;23.4953;0.0425617;0.00025003;0.000257665;15.0596;0.0664028;51.1339;96.1339;-0.00158612;0.000351825;0.00189623;-0.00178017;-1.68378e-05;0.0098023;0.0179022;0;0.0343504;0.0215354
