Time;Image index (Image index);Distance L(t) (Extensometer 1);Change in distance (Extensometer 1);Strain - RC (Extensometer 1);Distance x L(t) (Extensometer 1);Distance y L(t) (Extensometer 1);Distance z L(t) (Extensometer 1);Change in distance x (Extensometer 1);Change in distance y (Extensometer 1);Change in distance z (Extensometer 1);X-displacement (Strain Gauge 1);Y-displacement (Strain Gauge 1);Z-displacement (Strain Gauge 1);Displacement (Strain Gauge 1);Height (Strain Gauge 1);Exx - RC (Strain Gauge 1);Exy - RC (Strain Gauge 1);Eyy - RC (Strain Gauge 1);Max. principal strain - RC (Strain Gauge 1);Min. principal strain - RC (Strain Gauge 1);Max. shear strain - RC (Strain Gauge 1);Poisson ratio -Exx/Eyy (Strain Gauge 1);Poisson ratio -Eyy/Exx (Strain Gauge 1);Von Mises - RC (Strain Gauge 1);Tresca - RC (Strain Gauge 1);Poisson ratio -strain max/min (Strain Gauge 1);Poisson ratio -strain min/max (Strain Gauge 1);Max. strain angle (Strain Gauge 1);Max. shear angle (Strain Gauge 1);Vorticity-z (Strain Gauge 1);du/dx (Strain Gauge 1);du/dy (Strain Gauge 1);dv/dx (Strain Gauge 1);dv/dy (Strain Gauge 1);dw/dx (Strain Gauge 1);dw/dy (Strain Gauge 1);Ezz plane stress state (Strain Gauge 1);Stereo reconstruction error (Strain Gauge 1);X-displacement (Strain Gauge 2);Y-displacement (Strain Gauge 2);Z-displacement (Strain Gauge 2);Displacement (Strain Gauge 2);Height (Strain Gauge 2);Exx - RC (Strain Gauge 2);Exy - RC (Strain Gauge 2);Eyy - RC (Strain Gauge 2);Max. principal strain - RC (Strain Gauge 2);Min. principal strain - RC (Strain Gauge 2);Max. shear strain - RC (Strain Gauge 2);Poisson ratio -Exx/Eyy (Strain Gauge 2);Poisson ratio -Eyy/Exx (Strain Gauge 2);Von Mises - RC (Strain Gauge 2);Tresca - RC (Strain Gauge 2);Poisson ratio -strain max/min (Strain Gauge 2);Poisson ratio -strain min/max (Strain Gauge 2);Max. strain angle (Strain Gauge 2);Max. shear angle (Strain Gauge 2);Vorticity-z (Strain Gauge 2);du/dx (Strain Gauge 2);du/dy (Strain Gauge 2);dv/dx (Strain Gauge 2);dv/dy (Strain Gauge 2);dw/dx (Strain Gauge 2);dw/dy (Strain Gauge 2);Ezz plane stress state (Strain Gauge 2);Stereo reconstruction error (Strain Gauge 2);Voltage ADC 1 channel 1
ms;;mm;mm;S;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;S;S;S;S;S;S;;;S;S;;;°;°;S;S;S;S;S;S;S;S;pixel;mm;mm;mm;mm;mm;S;S;S;S;S;S;;;S;S;;;°;°;S;S;S;S;S;S;S;S;pixel;V
410000;411;25.9722;0.166709;0.00646021;-2.65872;25.8341;-0.292498;-0.264714;0.142823;-0.680171;-0.762341;-1.3185;-0.0988363;1.52623;-6.03535;-0.00154476;-0.00058155;0.00698139;0.00702087;-0.00158424;0.00430256;0.221268;4.51941;0.00528836;0.00573674;4.4317;0.225647;129.735;174.735;-0.0265106;-0.0015842;0.00780171;-0.00889379;0.00695133;0.0250434;0.0228998;0;0.0337392;-1.03259;-1.45938;-0.797362;1.9575;-6.42504;-0.00082065;0.000420371;0.00678491;0.00680807;-0.000843814;0.00382594;0.120952;8.26773;0.00484454;0.00510126;8.06822;0.123943;123.385;168.385;-0.0167004;-0.000866071;0.0104528;-0.00953634;0.00673073;0.0141407;0.0358251;0;0.0246818;3.06633
411000;412;25.9768;0.171269;0.00663693;-2.65965;25.8386;-0.295938;-0.265652;0.147272;-0.683611;-0.76151;-1.31892;-0.100511;1.52628;-6.03702;-0.00145535;-0.000628667;0.00798632;0.008028;-0.00149703;0.00476251;0.182231;5.48754;0.0059145;0.00635002;5.36262;0.186476;128.126;173.126;-0.0277593;-0.00149634;0.0078911;-0.00906859;0.00795563;0.026339;0.0219428;0;0.035;-1.03284;-1.46488;-0.80129;1.96334;-6.42897;-0.000885494;0.000232989;0.00733434;0.00734093;-0.000892093;0.00411651;0.120733;8.28276;0.00521681;0.00548868;8.22889;0.121523;124.469;169.469;-0.0167136;-0.000935033;0.0105017;-0.00995198;0.00727962;0.0145193;0.0348674;0;0.0249494;3.07284
412000;413;25.9819;0.176404;0.0068359;-2.66009;25.8436;-0.301698;-0.266088;0.152323;-0.689371;-0.761776;-1.31956;-0.101401;1.52704;-6.03791;-0.00155503;-0.000984032;0.00772337;0.00782658;-0.00165825;0.00474241;0.201341;4.96669;0.00584935;0.00632322;4.71979;0.211874;130.983;175.983;-0.0278968;-0.00160014;0.00765265;-0.00954113;0.00769479;0.0277159;0.0224517;0;0.0352236;-1.03346;-1.47107;-0.801687;1.96845;-6.42936;-0.000841541;0.000111787;0.00764803;0.0076495;-0.000843013;0.00424626;0.110034;9.08812;0.00540264;0.00566168;9.074;0.110205;125.055;170.055;-0.0165718;-0.000894462;0.0105959;-0.010284;0.00759233;0.0147908;0.0324432;0;0.0318013;3.07821
413000;414;25.9885;0.18293;0.00708879;-2.66072;25.8502;-0.295017;-0.266714;0.158896;-0.68269;-0.760491;-1.32197;-0.0937875;1.52799;-6.0303;-0.00182248;-0.00100569;0.00820556;0.00830542;-0.00192234;0.00511388;0.222103;4.50242;0.00627663;0.00681851;4.32047;0.231456;130.317;175.317;-0.0264983;-0.00186746;0.00760336;-0.00952903;0.00817739;0.0234457;0.023058;0;0.0342535;-1.03302;-1.47864;-0.795601;1.97142;-6.42328;-0.00107658;0.000143267;0.00806987;0.00807211;-0.00107882;0.00457547;0.133407;7.49585;0.0057747;0.00610062;7.48234;0.133648;124.414;169.414;-0.0146059;-0.00112595;0.0103114;-0.00993263;0.00801714;0.0102134;0.0326503;0;0.0317433;3.08372
414000;415;25.9978;0.192266;0.00745058;-2.66208;25.8595;-0.289749;-0.268073;0.168202;-0.677422;-0.760472;-1.32121;-0.0987836;1.52764;-6.0353;-0.00193393;-0.00102276;0.00852353;0.00862262;-0.00203302;0.00532782;0.226893;4.40736;0.00653241;0.00710376;4.24129;0.235778;129.785;174.785;-0.0280848;-0.00197826;0.00750519;-0.00946221;0.00849613;0.0275964;0.0220682;0;0.0357784;-1.03356;-1.48417;-0.800893;1.97799;-6.42857;-0.00101721;8.42142e-05;0.00856799;0.00856873;-0.00101795;0.00479334;0.118722;8.42304;0.00608028;0.00639112;8.41765;0.118798;124.177;169.177;-0.0148026;-0.00106792;0.0103313;-0.0100655;0.00851508;0.0108007;0.0361066;0;0.0299477;3.08881
415000;416;26.0036;0.198123;0.00767753;-2.66296;25.8653;-0.294215;-0.268954;0.173949;-0.681888;-0.761056;-1.3213;-0.103718;1.52833;-6.04023;-0.00190196;-0.000936431;0.00891962;0.00900005;-0.00198239;0.00549122;0.213233;4.6897;0.00675845;0.00732163;4.53999;0.220265;128.676;173.676;-0.0276657;-0.00194667;0.00771382;-0.00949383;0.00889056;0.0271779;0.0223662;0;0.0361668;-1.03483;-1.49117;-0.807025;1.98639;-6.4347;-0.00104978;0.000227187;0.00843426;0.0084397;-0.00105521;0.00474746;0.124466;8.03435;0.00600917;0.00632994;7.99809;0.12503;123.167;168.167;-0.0140735;-0.00109535;0.0100918;-0.00954465;0.00838379;0.0107945;0.0346545;0;0.0300581;3.09461
416000;417;26.0098;0.20427;0.00791575;-2.66308;25.8714;-0.2938;-0.269081;0.180121;-0.681473;-0.760559;-1.32091;-0.100588;1.52754;-6.0371;-0.0017479;-0.000669747;0.00845036;0.00849415;-0.0017917;0.00514292;0.206843;4.83457;0.00634489;0.00685723;4.74084;0.210933;127.728;172.728;-0.0274013;-0.00178847;0.00777065;-0.00902474;0.00842064;0.0257367;0.0232855;0;0.0351747;-1.03501;-1.49669;-0.805774;1.99013;-6.43345;-0.00122898;0.00040297;0.00852771;0.00854433;-0.00124559;0.00489496;0.144116;6.93887;0.00615358;0.00652661;6.85965;0.14578;122.176;167.176;-0.0152487;-0.00127174;0.0101514;-0.00925122;0.0084767;0.0142235;0.0333987;0;0.0314901;3.09733
417000;418;26.0168;0.211247;0.00818611;-2.66363;25.8784;-0.292179;-0.269625;0.187097;-0.679851;-0.759816;-1.32271;-0.0990817;1.52862;-6.03559;-0.00186861;-0.000790822;0.00888878;0.0089466;-0.00192644;0.00543652;0.210221;4.75689;0.00669952;0.00724869;4.64412;0.215326;127.759;172.759;-0.0272072;-0.00191061;0.007699;-0.00919007;0.00885971;0.0260719;0.0238057;0;0.0354807;-1.035;-1.50443;-0.805265;1.99574;-6.43294;-0.00123683;0.000585442;0.00831638;0.00835213;-0.00127258;0.00481235;0.148722;6.72394;0.00603715;0.00641647;6.56317;0.152365;121.311;166.311;-0.0155052;-0.00127767;0.0103142;-0.00905118;0.0082638;0.012476;0.0339952;0;0.0284472;3.10129
418000;419;26.0206;0.215071;0.00833429;-2.66212;25.8824;-0.29392;-0.268113;0.191077;-0.681593;-0.759663;-1.32492;-0.0923062;1.53004;-6.02882;-0.00197743;-0.000704972;0.00951608;0.00955916;-0.00202051;0.00578983;0.207799;4.81235;0.00714218;0.00771978;4.73107;0.211369;126.292;171.292;-0.0274985;-0.00201841;0.00775802;-0.00907157;0.00948652;0.0278496;0.0224118;0;0.0370726;-1.03494;-1.51259;-0.79929;1.99948;-6.42697;-0.00144831;0.000638293;0.00855526;0.00859582;-0.00148887;0.00504235;0.169289;5.90705;0.00628589;0.00672313;5.77337;0.173209;120.661;165.661;-0.015403;-0.00148446;0.00988883;-0.00852054;0.00850698;0.0128227;0.0337485;0;0.0285783;3.10342
419000;420;26.0281;0.222554;0.00862427;-2.66491;25.8897;-0.291288;-0.270906;0.198343;-0.678961;-0.759207;-1.32315;-0.0977341;1.52862;-6.03425;-0.00216729;-0.000814674;0.00965126;0.00970716;-0.00222318;0.00596517;0.22456;4.45315;0.00732582;0.00795356;4.36633;0.229025;127.118;172.118;-0.0265361;-0.00221162;0.00791357;-0.00944069;0.00962058;0.0239481;0.0217988;0;0.0345884;-1.03648;-1.51876;-0.802628;2.00627;-6.43031;-0.00107025;0.000468125;0.00886988;0.00889188;-0.00109225;0.00499207;0.120661;8.28767;0.00632353;0.00665609;8.1409;0.122837;121.259;166.259;-0.0165483;-0.00111289;0.0102746;-0.00924178;0.00881767;0.0153091;0.0353891;0;0.0258843;3.11005
420000;421;26.0345;0.22893;0.00887136;-2.6661;25.8958;-0.301518;-0.272099;0.204513;-0.689191;-0.759897;-1.32082;-0.102594;1.52726;-6.03911;-0.00200048;-0.000737133;0.00942421;0.00947157;-0.00204784;0.00575971;0.21227;4.71098;0.00709619;0.00767961;4.62515;0.216209;126.755;171.755;-0.0283634;-0.00204262;0.00782315;-0.00920048;0.00939416;0.0274343;0.0218591;0;0.0351392;-1.03779;-1.52302;-0.812879;2.01429;-6.44056;-0.00123074;0.000294425;0.00940667;0.00941482;-0.00123888;0.00532685;0.130837;7.64311;0.00672764;0.00710247;7.59944;0.131589;122.296;167.296;-0.0159764;-0.00127894;0.0105127;-0.00981617;0.00935197;0.0156969;0.0343284;0;0.0310275;3.11273
421000;422;26.042;0.236463;0.00916326;-2.6661;25.9034;-0.304092;-0.272096;0.212057;-0.691765;-0.759742;-1.32012;-0.105181;1.52676;-6.04169;-0.0018795;-0.000445689;0.00955658;0.00957392;-0.00189685;0.00573539;0.196671;5.08463;0.00709987;0.00764718;5.04728;0.198126;124.797;169.797;-0.0272054;-0.0019181;0.00799299;-0.00878874;0.00952504;0.0260788;0.0224267;0;0.034931;-1.03808;-1.52969;-0.816484;2.02095;-6.44416;-0.00122574;0.000256965;0.00985781;0.00986376;-0.0012317;0.00554773;0.124342;8.04231;0.00702251;0.00739698;8.00826;0.124871;122.05;167.05;-0.0149096;-0.00127477;0.0105262;-0.00989958;0.00980298;0.0114856;0.0331002;0;0.0337091;3.11328
422000;423;26.0492;0.243697;0.0094436;-2.66783;25.9105;-0.302248;-0.273828;0.219173;-0.689921;-0.760452;-1.32017;-0.101394;1.5269;-6.03791;-0.00202207;-0.000420697;0.0098387;0.0098536;-0.00203697;0.00594528;0.205522;4.86567;0.00734285;0.00792704;4.83738;0.206723;124.619;169.619;-0.0276575;-0.00206196;0.00819278;-0.00893297;0.00980555;0.0262348;0.0235368;0;0.0354436;-1.03978;-1.5368;-0.81353;2.02601;-6.44121;-0.00120933;0.000126928;0.0104059;0.0104072;-0.00121072;0.00580898;0.116216;8.60466;0.00737494;0.00774531;8.59594;0.116334;121.891;166.891;-0.0139984;-0.00125783;0.010214;-0.00984415;0.0103542;0.00945253;0.0346368;0;0.0302945;3.11605
423000;424;26.0594;0.253909;0.00983933;-2.66872;25.9206;-0.303121;-0.274715;0.229338;-0.690794;-0.760293;-1.31838;-0.106485;1.52562;-6.043;-0.00257458;-0.000968331;0.00999452;0.0100687;-0.00264875;0.00635871;0.257599;3.882;0.00774779;0.00847829;3.8013;0.263068;127.726;172.726;-0.0265912;-0.00262075;0.00781769;-0.00964494;0.00996473;0.0220954;0.0244681;0;0.0364424;-1.04047;-1.54385;-0.819479;2.0341;-6.44716;-0.00137024;0.000298695;0.0107875;0.0107948;-0.00137757;0.0060862;0.127021;7.8727;0.00769695;0.00811494;7.83611;0.127614;120.742;165.742;-0.0143767;-0.00141607;0.0102898;-0.00957224;0.0107352;0.0112799;0.0371262;0;0.031396;3.12046
424000;425;26.0668;0.261294;0.0101255;-2.6694;25.9279;-0.307796;-0.275395;0.236637;-0.695469;-0.76108;-1.31837;-0.103947;1.52583;-6.04046;-0.0027134;-0.000746768;0.0104829;0.010525;-0.00275553;0.00664025;0.258842;3.86336;0.00809307;0.00885367;3.81959;0.261808;126.126;171.126;-0.0266745;-0.00275789;0.00807136;-0.00944969;0.0104509;0.0214195;0.0224114;0;0.0341482;-1.0421;-1.55143;-0.81963;2.04076;-6.44731;-0.00149007;0.000399605;0.0106065;0.0106196;-0.00150326;0.00606145;0.140487;7.11808;0.00763037;0.00808193;7.06442;0.141554;120.091;165.091;-0.0149462;-0.00153062;0.0099206;-0.00900746;0.0105578;0.0129295;0.0372647;0;0.0314049;3.12191
425000;426;26.0743;0.268791;0.010416;-2.66985;25.9355;-0.303699;-0.275851;0.244176;-0.691372;-0.759826;-1.31706;-0.105554;1.52418;-6.04207;-0.0026919;-0.0012385;0.0112929;0.0114018;-0.00280074;0.00710126;0.238371;4.19515;0.00868659;0.00946834;4.07099;0.245641;127.036;172.036;-0.027199;-0.00274252;0.00777187;-0.0101242;0.0112638;0.0232113;0.0220819;0;0.0356288;-1.04164;-1.55727;-0.821342;2.04565;-6.44902;-0.00173634;0.000580683;0.0104645;0.0104921;-0.00176392;0.006128;0.165927;6.02676;0.00765078;0.00817067;5.94818;0.168119;119.674;164.674;-0.0143581;-0.00177465;0.0100397;-0.00876415;0.0104148;0.011452;0.0340924;0;0.0295082;3.12377
426000;427;26.0811;0.275544;0.0106777;-2.67143;25.942;-0.309516;-0.277424;0.250735;-0.697189;-0.760693;-1.31654;-0.10368;1.52403;-6.04019;-0.00254883;-0.000788069;0.0108087;0.010855;-0.00259517;0.00672509;0.235814;4.24063;0.00823911;0.00896678;4.18278;0.239076;125.996;170.996;-0.026251;-0.00259684;0.00836265;-0.0098178;0.0107744;0.0194632;0.0240957;0;0.0360112;-1.04328;-1.56478;-0.821298;2.05219;-6.44898;-0.00160431;0.000496007;0.0104686;0.0104889;-0.00162465;0.00605678;0.15325;6.52529;0.00759232;0.0080757;6.4561;0.154892;119.655;164.655;-0.0151303;-0.00164179;0.00976831;-0.00866556;0.0104215;0.0124367;0.0338783;0;0.0284333;3.12625
427000;428;26.0873;0.281789;0.0109197;-2.67196;25.9482;-0.312324;-0.277962;0.256924;-0.699997;-0.761112;-1.31621;-0.10702;1.52419;-6.04353;-0.00227728;-0.000455034;0.0106957;0.0107116;-0.00229323;0.00650243;0.212916;4.69668;0.0080156;0.0086699;4.67099;0.214088;123.898;168.898;-0.0281996;-0.00231831;0.0082607;-0.00905886;0.010662;0.0266653;0.0237444;0;0.0349236;-1.04429;-1.57234;-0.825187;2.06004;-6.45287;-0.00159454;0.000496314;0.0109057;0.0109253;-0.00161422;0.00626977;0.146212;6.83936;0.00787695;0.0083597;6.76819;0.14775;119.522;164.522;-0.0161401;-0.00163454;0.0100613;-0.00895047;0.0108557;0.0138841;0.03797;0;0.0272726;3.1298
428000;429;26.0951;0.289565;0.0112211;-2.67299;25.9559;-0.314998;-0.278984;0.264604;-0.702671;-0.75964;-1.3133;-0.114605;1.5215;-6.05112;-0.00282707;-0.00108865;0.0116989;0.01178;-0.00290821;0.00734411;0.241653;4.13817;0.0089811;0.00979215;4.05061;0.246876;125.765;170.765;-0.0267469;-0.0028751;0.00779752;-0.00984714;0.0116694;0.0256488;0.0245394;0;0.0327284;-1.04459;-1.57816;-0.831072;2.06698;-6.45875;-0.00159624;0.000461329;0.0113923;0.0114086;-0.0016126;0.00651061;0.140116;7.13694;0.00819634;0.00868082;7.07466;0.14135;119.708;164.708;-0.0152617;-0.00164073;0.0104881;-0.00943669;0.011338;0.0137847;0.0349622;0;0.0322011;3.13102
429000;430;26.1055;0.299975;0.0116244;-2.67315;25.9664;-0.313402;-0.279144;0.275072;-0.701074;-0.760038;-1.31285;-0.109911;1.52096;-6.04642;-0.00252771;-0.00083586;0.0108999;0.0109518;-0.00257954;0.00676565;0.231901;4.31218;0.0082958;0.00902086;4.24563;0.235536;125.748;170.748;-0.0269373;-0.00257385;0.0080779;-0.00963116;0.010868;0.019938;0.0240222;0;0.0364718;-1.04455;-1.58689;-0.827786;2.07233;-6.45546;-0.00170515;0.000245302;0.0120875;0.0120919;-0.00170952;0.0069007;0.141067;7.08881;0.00868734;0.00920093;7.07328;0.141377;120.087;165.087;-0.0142916;-0.00175208;0.0103099;-0.00968215;0.012035;0.00987614;0.0331548;0;0.0463162;3.13292
430000;431;26.1143;0.308779;0.0119656;-2.675;25.975;-0.313333;-0.281001;0.283733;-0.701005;-0.759148;-1.3117;-0.111868;1.51966;-6.04838;-0.00249444;-0.000427804;0.0116939;0.0117068;-0.00250733;0.00710706;0.213311;4.68798;0.00876074;0.00947608;4.66902;0.214177;122.999;167.999;-0.0284975;-0.00253804;0.00860678;-0.00933565;0.0116574;0.0250336;0.0237492;0;0.0373639;-1.04531;-1.59289;-0.834006;2.07979;-6.46168;-0.00177795;0.000173177;0.0126775;0.0126796;-0.00178002;0.00722982;0.140244;7.13045;0.00910461;0.00963976;7.1233;0.140384;119.818;164.818;-0.014227;-0.00182538;0.0102227;-0.0097329;0.012626;0.0104478;0.0355162;0;0.028128;3.13445
431000;432;26.1234;0.317882;0.0123184;-2.67557;25.9841;-0.317512;-0.28157;0.292775;-0.705185;-0.760722;-1.31157;-0.106972;1.51999;-6.04348;-0.00273576;-0.000672362;0.0120868;0.0121172;-0.00276619;0.0074417;0.226343;4.41807;0.0091408;0.00992227;4.38046;0.228286;123.771;168.771;-0.0265297;-0.00278225;0.00844132;-0.00965251;0.0120518;0.0205513;0.024162;0;0.0387072;-1.04757;-1.60107;-0.83204;2.08641;-6.45972;-0.0019175;0.000189575;0.0130655;0.0130679;-0.0019199;0.00749388;0.146761;6.8138;0.00941734;0.00999185;6.80653;0.146918;119.005;164.005;-0.0141519;-0.00196097;0.0098387;-0.00931686;0.0130177;0.00982641;0.0406321;0;0.0307679;3.13659
432000;433;26.1318;0.32623;0.0126419;-2.67591;25.9924;-0.321049;-0.281912;0.30109;-0.708722;-0.759947;-1.3091;-0.111279;1.51778;-6.04779;-0.00268106;-0.000957506;0.0122237;0.012285;-0.00274232;0.00751366;0.219332;4.5593;0.00924076;0.0100182;4.47979;0.223225;124.769;169.769;-0.0275391;-0.00273142;0.00828914;-0.0100679;0.0121903;0.0205382;0.0239802;0;0.036273;-1.04761;-1.60729;-0.837489;2.09338;-6.46517;-0.00197922;0.000434263;0.0128433;0.012856;-0.00199193;0.00742396;0.154105;6.48907;0.00930598;0.00989862;6.45405;0.154942;118.006;163.006;-0.0144004;-0.00201785;0.00979787;-0.00879234;0.012796;0.0109901;0.0376463;0;0.0323813;3.14103
433000;434;26.139;0.333441;0.0129213;-2.67705;25.9995;-0.322849;-0.283051;0.3082;-0.710521;-0.760015;-1.30849;-0.109033;1.51712;-6.04555;-0.00282844;-0.000801949;0.0125369;0.0125786;-0.00287018;0.00772439;0.22561;4.43243;0.00948828;0.0102992;4.38251;0.22818;124.077;169.077;-0.0272526;-0.00287889;0.00860144;-0.0100626;0.0125006;0.0190168;0.0221718;0;0.0368123;-1.04863;-1.61486;-0.83753;2.09973;-6.46521;-0.00217242;0.000582;0.0127628;0.0127855;-0.00219506;0.00749027;0.170214;5.87495;0.0093417;0.00998703;5.82466;0.171684;117.501;162.501;-0.0148692;-0.00220796;0.00974148;-0.00844246;0.0127162;0.00926295;0.0390584;0;0.0290015;3.14203
434000;435;26.147;0.341442;0.0132314;-2.67745;26.0075;-0.32158;-0.283452;0.316219;-0.709253;-0.760113;-1.30844;-0.106033;1.51692;-6.04255;-0.0025738;-0.000273534;0.0126342;0.0126391;-0.00257872;0.00760893;0.203717;4.90877;0.00940427;0.0101452;4.90132;0.204027;121.584;166.584;-0.0289107;-0.00261845;0.00903402;-0.00944128;0.012594;0.0239289;0.02271;0;0.0376448;-1.04938;-1.62341;-0.835358;2.10582;-6.46304;-0.00198275;0.000702095;0.0128019;0.0128352;-0.00201602;0.00742559;0.154879;6.45664;0.00930189;0.00990079;6.3666;0.15707;116.855;161.855;-0.0152171;-0.00201786;0.00994023;-0.00840124;0.0127534;0.0137588;0.0370385;0;0.0288428;3.14265
435000;436;26.1541;0.348546;0.0135067;-2.67924;26.0144;-0.324737;-0.285242;0.323137;-0.712409;-0.759496;-1.30561;-0.11173;1.51457;-6.04824;-0.00318361;-0.000699172;0.0128054;0.0128359;-0.00321412;0.00802502;0.248614;4.0223;0.00980584;0.0107;3.9936;0.2504;123.53;168.53;-0.0270354;-0.00323174;0.0085687;-0.00982068;0.0127694;0.0216628;0.0247241;0;0.0341381;-1.04998;-1.62962;-0.839969;2.11274;-6.46765;-0.00204549;0.000609998;0.0132113;0.0132356;-0.00206984;0.00765274;0.154829;6.45873;0.00958847;0.0102037;6.39452;0.156384;117.458;162.458;-0.0154526;-0.00208518;0.0102866;-0.00892093;0.0131593;0.0127579;0.0358244;0;0.0267535;3.14404
436000;437;26.1626;0.357103;0.0138382;-2.67975;26.023;-0.327896;-0.285749;0.331648;-0.715569;-0.759578;-1.30531;-0.109315;1.51418;-6.04583;-0.00275348;-0.00045966;0.0122274;0.0122415;-0.00276757;0.00750453;0.22519;4.4407;0.00922298;0.010006;4.42318;0.226082;122.749;167.749;-0.0279917;-0.00279782;0.00862981;-0.00941456;0.0121907;0.0230143;0.0239128;0;0.036825;-1.05085;-1.63733;-0.840218;2.11922;-6.4679;-0.00207404;0.000474713;0.0138614;0.0138755;-0.00208817;0.00798185;0.149627;6.68328;0.0100192;0.0106425;6.64483;0.150493;117.215;162.215;-0.0136261;-0.00211407;0.0100502;-0.00895034;0.0138117;0.0104393;0.0333007;0;0.0279496;3.14619
437000;438;26.1722;0.366643;0.0142079;-2.68212;26.0322;-0.33351;-0.288113;0.340924;-0.721183;-0.759807;-1.30116;-0.116462;1.51125;-6.05297;-0.00305003;-0.000397437;0.0129517;0.0129616;-0.0030599;0.00801073;0.235493;4.24642;0.00982121;0.010681;4.23595;0.236075;122.338;167.338;-0.0274168;-0.0030971;0.00905045;-0.00969604;0.0129113;0.0195264;0.0232626;0;0.0375397;-1.05208;-1.6427;-0.848632;2.12733;-6.47631;-0.00216019;0.000264422;0.0144519;0.0144561;-0.0021644;0.00831025;0.149474;6.69011;0.010434;0.0110803;6.67904;0.149722;118.172;163.172;-0.0140497;-0.00220724;0.0103887;-0.00969409;0.0143987;0.0107854;0.0348522;0;0.0302701;3.14933
438000;439;26.1828;0.377288;0.0146204;-2.6821;26.043;-0.327672;-0.288094;0.351703;-0.715344;-0.758616;-1.30231;-0.111566;1.51127;-6.04808;-0.00304236;-0.000296122;0.0134489;0.0134542;-0.00304768;0.00825095;0.226216;4.42054;0.0101392;0.0110013;4.41458;0.226522;121.414;166.414;-0.0265838;-0.00308898;0.00920805;-0.00964561;0.0134071;0.0171555;0.022918;0;0.0375059;-1.05177;-1.65236;-0.845661;2.13346;-6.47334;-0.00238455;0.000177601;0.0151938;0.0151956;-0.00238635;0.00879099;0.156942;6.37178;0.0110124;0.0117213;6.36774;0.157042;117.407;162.407;-0.0137593;-0.00242837;0.0098753;-0.00935219;0.0151458;0.00933301;0.0384888;0;0.0292846;3.15055
439000;440;26.1916;0.386071;0.0149608;-2.68181;26.0519;-0.329222;-0.287805;0.360543;-0.716895;-0.759163;-1.30235;-0.109036;1.5114;-6.04555;-0.00269901;1.15432e-05;0.0136447;0.0136447;-0.00269902;0.00817185;0.197807;5.05543;0.0101168;0.0108958;5.05541;0.197808;119.179;164.179;-0.0278105;-0.00273908;0.00910943;-0.00893965;0.0136037;0.0211113;0.0225136;0;0.0368618;-1.0527;-1.66042;-0.846442;2.14047;-6.47412;-0.00242359;0.000360274;0.0152779;0.0152852;-0.00243092;0.00885806;0.158634;6.30383;0.0110896;0.0118108;6.28784;0.159037;116.268;161.268;-0.0140215;-0.00246243;0.00969441;-0.00881115;0.0152317;0.00909954;0.0415971;0;0.0318895;3.15201
440000;441;26.2007;0.395198;0.0153145;-2.68274;26.0609;-0.329232;-0.288739;0.369622;-0.716905;-0.758887;-1.29983;-0.112913;1.50938;-6.04943;-0.00322034;-0.000471218;0.0136694;0.0136826;-0.00323347;0.00845802;0.235587;4.24472;0.010369;0.0112774;4.23154;0.236321;121.875;166.875;-0.0267936;-0.00326815;0.008989;-0.00977377;0.0136297;0.0176571;0.0243539;0;0.0380792;-1.05362;-1.66721;-0.849578;2.14744;-6.47726;-0.00262124;0.000462235;0.015052;0.0150641;-0.00263332;0.00884872;0.174145;5.74234;0.0110258;0.0117983;5.72058;0.174807;115.934;160.934;-0.0153007;-0.00265652;0.00948359;-0.00840208;0.0150078;0.0104736;0.0403246;0;0.0310564;3.15264
441000;442;26.2071;0.401553;0.0155607;-2.68387;26.0671;-0.333998;-0.289872;0.375834;-0.721671;-0.758855;-1.29868;-0.11446;1.50849;-6.05097;-0.00354434;-0.000632375;0.0144561;0.0144783;-0.00356653;0.00902243;0.245179;4.07865;0.0110349;0.0120299;4.0595;0.246336;121.658;166.658;-0.0261645;-0.00359292;0.00876108;-0.0098591;0.0144185;0.022076;0.0246746;0;0.0320796;-1.05462;-1.67446;-0.851858;2.15446;-6.47954;-0.00251904;0.000610866;0.0150658;0.0150869;-0.00254024;0.00881359;0.167203;5.98075;0.0110029;0.0117515;5.93919;0.168373;115.39;160.39;-0.0146243;-0.0025534;0.00967993;-0.00830113;0.0150198;0.00853748;0.0401551;0;0.0297277;3.1535
442000;443;26.2157;0.410195;0.0158956;-2.68475;26.0758;-0.333488;-0.290745;0.384439;-0.721161;-0.75908;-1.29681;-0.115775;1.50709;-6.05229;-0.00329271;-0.00043488;0.0145054;0.014516;-0.00330333;0.00890966;0.227;4.40529;0.0109459;0.0118795;4.39435;0.227565;120.702;165.702;-0.0262034;-0.00333944;0.00895635;-0.00966132;0.0144659;0.017162;0.0233792;0;0.0360279;-1.05555;-1.68095;-0.85387;2.16076;-6.48155;-0.00275058;0.000565951;0.0152574;0.0152752;-0.00276835;0.00902175;0.180279;5.54697;0.0112206;0.012029;5.51779;0.181232;115.797;160.797;-0.0157325;-0.00278632;0.00975731;-0.00846242;0.0152107;0.0112363;0.0389455;0;0.0305407;3.15553
